GeneSymbol	GeneId	EvidenceCode	Comments	isNegative	ExternalDatabase	DatabaseLink	Phenotypes
GATA6	2627	TAS	Atrial septal defect 9		OMIM	614475	atrial heart septal defect
MYH6	4624	TAS	Atrial septal defect 3		OMIM	614089	atrial heart septal defect
GATA4	2626	TAS	Atrial septal defect 2		OMIM	607941	atrial heart septal defect
CITED2	10370	TAS	Atrial septal defect 8		OMIM	614433	atrial heart septal defect
TBX20	57057	TAS	Atrial septal defect 4		OMIM	611363	atrial heart septal defect
NKX2-5	1482	TAS	Atrial septal defect 7, with or without AV conduction defects		OMIM	108900	atrial heart septal defect
SCN5A	6331	TAS	Heart block, nonprogressive; Heart block, progressive, type IA		OMIM	113900	Atrioventricular block
GJA1	2697	TAS	Atrioventricular septal defect 3		OMIM	600309	atrioventricular septal defect
GATA6	2627	TAS	Atrioventricular septal defect 5		OMIM	614474	atrioventricular septal defect
GATA4	2626	TAS	Atrioventricular septal defect 4		OMIM	614430	atrioventricular septal defect
CRELD1	78987	TAS	Atrioventricular septal defect, partial, with heterotaxy syndrome; {Atrioventricular septal defect, susceptibility to, 2}		OMIM	606217	atrioventricular septal defect
TPH2	121278	TAS	{Attention deficit-hyperactivity disorder, susceptibility to, 7}		OMIM	613003	Attention deficit hyperactivity disorder
DRD4	1815	TAS	{Attention deficit-hyperactivity disorder}		OMIM	143465	attention deficit hyperactivity disorder
DRD5	1816	TAS	{Attention deficit-hyperactivity disorder, susceptibility to}		OMIM	143465	attention deficit hyperactivity disorder
SMARCB1	6598	TAS	Rhabdoid predisposition syndrome 1; Rhabdoid tumors, somatic		OMIM	609322	atypical teratoid rhabdoid tumor
EIF4E	1977	TAS	{Autism, susceptibility to, 19}		OMIM	615091	autistic disorder
CNTNAP2	26047	TAS	{Autism susceptibility 15}		OMIM	612100	autistic disorder
MET	4233	TAS	{Autism suseptibility 9}		OMIM	611015	autistic disorder
NLGN4X	57502	TAS	Mental retardation, X-linked; {Autism susceptibility, X-linked 2}		OMIM	300495	autistic disorder
RPL10	6134	TAS	{Autism, susceptibility to, X-linked 5}		OMIM	300847	autistic disorder
CHD8	57680	TAS	{Autism, susceptibility to, 18}		OMIM	615032	autistic disorder
SHANK2	22941	TAS	{Autism susceptibility 17}		OMIM	613436	autistic disorder
SLC9A9	285195	TAS	{Autism susceptibility 16}		OMIM	613410	autistic disorder
MECP2	4204	TAS	{Autism susceptibility, X-linked 3}		OMIM	300496	autistic disorder
EN2	2020	TAS	{Autism susceptibility 10}		OMIM	611016	autistic disorder
NLGN3	54413	TAS	{Autism susceptibility, X-linked 1}		OMIM	300425	autistic disorder
CASP10	843	TAS	Autoimmune lymphoproliferative syndrome, type II		OMIM	603909	autoimmune lymphoproliferative syndrome
NRAS	4893	TAS	Autoimmune lymphoproliferative syndrome type IV		OMIM	614470	autoimmune lymphoproliferative syndrome
CASP8	841	TAS	Immunodeficiency due to CASP8 deficiency		OMIM	607271	autoimmune lymphoproliferative syndrome
FAS	355	TAS	Autoimmune lymphoproliferative syndrome, type IA; {Autoimmune lymphoproliferative syndrome}		OMIM	601859	autoimmune lymphoproliferative syndrome
FASLG	356	TAS	Autoimmune lymphoproliferative syndrome, type IB		OMIM	601859	autoimmune lymphoproliferative syndrome
AIRE	326	TAS	Autoimmune polyendocrinopathy syndrome , type I, with or without reversible metaphyseal dysplasia		OMIM	240300	autoimmune polyendocrine syndrome
FCGR2C	9103	TAS	Thrombocytopenic purpura, autoimmune		OMIM	188030	autoimmune thrombocytopenic purpura
DFNA5	1687	TAS	Deafness, autosomal dominant 5		OMIM	600994	autosomal dominant nonsyndromic deafness
CEACAM16	388551	TAS	Deafness, autosomal dominant 4B		OMIM	614614	autosomal dominant nonsyndromic deafness
MIR96	407053	TAS	Deafness, autosomal dominant 50		OMIM	613074	autosomal dominant nonsyndromic deafness
MYO6	4646	TAS	Deafness, autosomal dominant 22; Deafness, autosomal dominant 22, with hypertrophic cardiomyopathy		OMIM	606346	autosomal dominant nonsyndromic deafness
EYA4	2070	TAS	Deafness, autosomal dominant 10		OMIM	601316	autosomal dominant nonsyndromic deafness
SLC17A8	246213	TAS	Deafness, autosomal dominant 25		OMIM	605583	autosomal dominant nonsyndromic deafness
GJB6	10804	TAS	Deafness, autosomal dominant 3B		OMIM	612643	autosomal dominant nonsyndromic deafness
MYH14	79784	TAS	Deafness, autosomal dominant 4A		OMIM	600652	autosomal dominant nonsyndromic deafness
DIABLO	56616	TAS	Deafness, autosomal dominant 64		OMIM	614152	autosomal dominant nonsyndromic deafness
DIAPH1	1729	TAS	Deafness, autosomal dominant 1		OMIM	124900	autosomal dominant nonsyndromic deafness
TMC1	117531	TAS	Deafness, autosomal dominant 36		OMIM	606705	autosomal dominant nonsyndromic deafness
DSPP	1834	TAS	Deafness, autosomal dominant 36, with dentinogenesis		OMIM	605594	autosomal dominant nonsyndromic deafness
ACTG1	71	TAS	Deafness, autosomal dominant 20/26		OMIM	604717	autosomal dominant nonsyndromic deafness
MYO7A	4647	TAS	Deafness, autosomal dominant 11		OMIM	601317	autosomal dominant nonsyndromic deafness
TECTA	7007	TAS	Deafness, autosomal dominant 8/12		OMIM	601543	autosomal dominant nonsyndromic deafness
GJB3	2707	TAS	Deafness, autosomal dominant 2B		OMIM	612644	autosomal dominant nonsyndromic deafness
WFS1	7466	TAS	Deafness, autosomal dominant 6/14/38		OMIM	600965	autosomal dominant nonsyndromic deafness
GRHL2	79977	TAS	Deafness, autosomal dominant 28		OMIM	608641	autosomal dominant nonsyndromic deafness
GJB2	2706	TAS	Deafness, autosomal dominant 3A		OMIM	601544	autosomal dominant nonsyndromic deafness
COL11A2	1302	TAS	Deafness, autosomal dominant 13		OMIM	601868	autosomal dominant nonsyndromic deafness
POU4F3	5459	TAS	Deafness, autosomal dominant 15		OMIM	602459	autosomal dominant nonsyndromic deafness
COCH	1690	TAS	Deafness, autosomal dominant 9		OMIM	601369	autosomal dominant nonsyndromic deafness
SIX1	6495	TAS	Deafness, autosomal dominant 23		OMIM	605192	autosomal dominant nonsyndromic deafness
CCDC50	152137	TAS	Deafness, autosomal dominant 44		OMIM	607453	autosomal dominant nonsyndromic deafness
MYO1A	4640	TAS	Deafness, autosomal dominant 48		OMIM	607841	autosomal dominant nonsyndromic deafness
MYH9	4627	TAS	Deafness, autosomal dominant 17		OMIM	603622	autosomal dominant nonsyndromic deafness
KCNQ4	9132	TAS	Deafness, autosomal dominant 2A		OMIM	600101	autosomal dominant nonsyndromic deafness
COL3A1	1281	TAS	Ehlers-Danlos syndrome, type IV		OMIM	130050	autosomal dominant type IV Ehlers-Danlos syndrome
LHFPL5	222662	TAS	Deafness, autosomal recessive 67		OMIM	610265	autosomal recessive nonsyndromic deafness
MYO6	4646	TAS	Deafness, autosomal recessive 37		OMIM	607821	autosomal recessive nonsyndromic deafness
TMC1	117531	TAS	Deafness, autosomal recessive 7		OMIM	600974	autosomal recessive nonsyndromic deafness
TECTA	7007	TAS	Deafness, autosomal recessive 21		OMIM	603629	autosomal recessive nonsyndromic deafness
PTPRQ	374462	TAS	Deafness, autosomal recessive 84A		OMIM	613391	autosomal recessive nonsyndromic deafness
RDX	5962	TAS	Deafness, autosomal recessive 24		OMIM	611022	autosomal recessive nonsyndromic deafness
ESRRB	2103	TAS	Deafness, autosomal recessive 35		OMIM	608565	autosomal recessive nonsyndromic deafness
SLC26A5	375611	TAS	Deafness, autosomal recessive 61		OMIM	613865	autosomal recessive nonsyndromic deafness
GJB3	2707	TAS	Deafness, digenic, GJB2/GJB3		OMIM	220290	autosomal recessive nonsyndromic deafness
GJB6	10804	TAS	Deafness, digenic GJB2/GJB6		OMIM	220290	autosomal recessive nonsyndromic deafness
GJB2	2706	TAS	Deafness, autosomal recessive 1A		OMIM	220290	autosomal recessive nonsyndromic deafness
CLDN14	23562	TAS	Deafness, autosomal recessive 29		OMIM	614035	autosomal recessive nonsyndromic deafness
LOXHD1	125336	TAS	Deafness, autosomal recessive 77		OMIM	613079	autosomal recessive nonsyndromic deafness
DFNB31	25861	TAS	Deafness, autosomal recessive 31		OMIM	607084	autosomal recessive nonsyndromic deafness
ILDR1	286676	TAS	Deafness, autosomal recessive 42		OMIM	609646	autosomal recessive nonsyndromic deafness
TMPRSS3	64699	TAS	Deafness, autosomal recessive 8/10		OMIM	601072	autosomal recessive nonsyndromic deafness
MYO7A	4647	TAS	Deafness, autosomal recessive 2		OMIM	600060	autosomal recessive nonsyndromic deafness
MYO3A	53904	TAS	Deafness, autosomal recessive 30		OMIM	607101	autosomal recessive nonsyndromic deafness
TPRN	286262	TAS	Deafness, autosomal recessive 79		OMIM	613307	autosomal recessive nonsyndromic deafness
PCDH15	65217	TAS	Deafness, autosomal recessive 23		OMIM	609533	autosomal recessive nonsyndromic deafness
HGF	3082	TAS	Deafness, autosomal recessive 39		OMIM	608265	autosomal recessive nonsyndromic deafness
GIPC3	126326	TAS	Deafness, autosomal recessive 15		OMIM	601869	autosomal recessive nonsyndromic deafness
GRXCR1	389207	TAS	Deafness, autosomal recessive 25		OMIM	613285	autosomal recessive nonsyndromic deafness
OTOF	9381	TAS	Auditory neuropathy, autosomal recessive, 1; Deafness, autosomal recessive 9		OMIM	601071	autosomal recessive nonsyndromic deafness
USH1C	10083	TAS	Deafness, autosomal recessive 18A		OMIM	602092	autosomal recessive nonsyndromic deafness
LRTOMT	220074	TAS	Deafness, autosomal recessive 63		OMIM	611451	autosomal recessive nonsyndromic deafness
OTOA	146183	TAS	Deafness, autosomal recessive 22		OMIM	607039	autosomal recessive nonsyndromic deafness
ATP2B2	491	TAS	{Deafness, autosomal recessive 12, modifier of}		OMIM	601386	autosomal recessive nonsyndromic deafness
CDH23	64072	TAS	Deafness, autosomal recessive 12		OMIM	601386	autosomal recessive nonsyndromic deafness
ESPN	83715	TAS	Deafness, autosomal recessive 36		OMIM	609006	autosomal recessive nonsyndromic deafness
COL11A2	1302	TAS	Deafness, autosomal recessive 53		OMIM	609706	autosomal recessive nonsyndromic deafness
SERPINB6	5269	TAS	Deafness, autosomal recessive 91		OMIM	613453	autosomal recessive nonsyndromic deafness
STRC	161497	TAS	Deafness, autosomal recessive 16		OMIM	603720	autosomal recessive nonsyndromic deafness
TMIE	259236	TAS	Deafness, autosomal recessive 6		OMIM	600971	autosomal recessive nonsyndromic deafness
MARVELD2	153562	TAS	Deafness, autosomal recessive 49		OMIM	610153	autosomal recessive nonsyndromic deafness
GJB6	10804	TAS	Deafness, autosomal recessive 1B		OMIM	612645	autosomal recessive nonsyndromic deafness
DFNB59	494513	TAS	Deafness, autosomal recessive 59		OMIM	610220	autosomal recessive nonsyndromic deafness
MSRB3	253827	TAS	Deafness, autosomal recessive 74		OMIM	613718	autosomal recessive nonsyndromic deafness
TRIOBP	11078	TAS	Deafness, autosomal recessive 28		OMIM	609823	autosomal recessive nonsyndromic deafness
MYO15A	51168	TAS	Deafness, autosomal recessive 3		OMIM	600316	autosomal recessive nonsyndromic deafness
FOXC1	2296	TAS	Axenfeld-Rieger syndrome, type 3; Rieger or Axenfeld anomalies		OMIM	602482	Axenfeld-Rieger syndrome
PITX2	5308	TAS	Axenfeld-Rieger syndrome, type 1		OMIM	180500	Axenfeld-Rieger syndrome
USP9Y	8287	TAS	Spermatogenic failure, Y-linked, 2		OMIM	415000	azoospermia
RECQL4	9401	TAS	Baller-Gerold syndrome		OMIM	218600	Baller-Gerold syndrome
FOXE1	2304	TAS	Bamforth-Lazarus syndrome		OMIM	241850	Bamforth-Lazarus syndrome
PTEN	5728	TAS	Bannayan-Riley-Ruvalcaba syndrome		OMIM	153480	Bannayan-Riley-Ruvalcaba syndrome
BBS4	585	TAS	Bardet-Biedl syndrome 4		OMIM	209900	Bardet-Biedl syndrome
MKKS	8195	TAS	Bardet-Biedl syndrome 6		OMIM	209900	Bardet-Biedl syndrome
BBS5	129880	TAS	Bardet-Biedl syndrome 5		OMIM	209900	Bardet-Biedl syndrome
BBS1	582	TAS	Bardet-Biedl syndrome 1		OMIM	209900	Bardet-Biedl syndrome
BBS9	27241	TAS	Bardet-Biedl syndrome 9		OMIM	209900	Bardet-Biedl syndrome
BBS2	583	TAS	Bardet-Biedl syndrome 2		OMIM	209900	Bardet-Biedl syndrome
MKS1	54903	TAS	Bardet-Biedl syndrome 13		OMIM	209900	Bardet-Biedl syndrome
TMEM67	91147	TAS	{Bardet-Biedl syndrome 14, modifier of}		OMIM	209900	Bardet-Biedl syndrome
TRIM32	22954	TAS	Bardet-Biedl syndrome 11		OMIM	209900	Bardet-Biedl syndrome
WDPCP	51057	TAS	Bardet-Biedl syndrome 15		OMIM	209900	Bardet-Biedl syndrome
TTC8	123016	TAS	Bardet-Biedl syndrome 8		OMIM	209900	Bardet-Biedl syndrome
BBS7	55212	TAS	Bardet-Biedl syndrome 7		OMIM	209900	Bardet-Biedl syndrome
CEP290	80184	TAS	Bardet-Biedl syndrome 14		OMIM	209900	Bardet-Biedl syndrome
ARL6	84100	TAS	Bardet-Biedl syndrome 3; {Bardet-Biedl syndrome 1, modifier of}		OMIM	209900	Bardet-Biedl syndrome
BBS12	166379	TAS	Bardet-Biedl syndrome 12		OMIM	209900	Bardet-Biedl syndrome
BBS10	79738	TAS	Bardet-Biedl syndrome 10		OMIM	209900	Bardet-Biedl syndrome
CCDC28B	79140	TAS	{Bardet-Biedl syndrome, modifier of}		OMIM	209900	Bardet-Biedl syndrome
MSR1	4481	TAS	Barrett esophagus/esophageal adenocarcinoma		OMIM	614266	Barrett's esophagus
CTHRC1	115908	TAS	Barrett esophagus/esophageal adenocarcinoma		OMIM	614266	Barrett's esophagus
ASCC1	51008	TAS	Barrett esophagus/esophageal adenocarcinoma		OMIM	614266	Barrett's esophagus
GJB2	2706	TAS	Bart-Pumphrey syndrome		OMIM	149200	Bart-Pumphrey syndrome
TAZ	6901	TAS	Barth syndrome		OMIM	302060	Barth syndrome
BSND	7809	TAS	Bartter syndrome, type 4a; Sensorineural deafness with mild renal dysfunction		OMIM	602522	Bartter disease
SLC12A1	6557	TAS	Bartter syndrome, type 1		OMIM	601678	Bartter disease
CLCNKB	1188	TAS	Bartter syndrome, type 3		OMIM	607364	Bartter disease
CLCNKA	1187	TAS	Bartter syndrome, type 4b, digenic		OMIM	613090	Bartter disease
CLCNKB	1188	TAS	Bartter syndrome, type 4b, digenic		OMIM	613090	Bartter disease
KCNJ1	3758	TAS	Bartter syndrome, type 2		OMIM	241200	Bartter disease
TP53	7157	TAS	{Basal cell carcinoma 7}		OMIM	614740	basal cell carcinoma
PTCH1	5727	TAS	Basal cell carcinoma, somatic		OMIM	605462	basal cell carcinoma
RASA1	5921	TAS	Basal cell carcinoma, somatic		OMIM	605462	basal cell carcinoma
PTCH2	8643	TAS	Basal cell carcinoma, somatic		OMIM	605462	basal cell carcinoma
PDGFRB	5159	TAS	Basal ganglia calcification, idiopathic, 4		OMIM	615007	Basal ganglia calcification
FGFR2	2263	TAS	Beare-Stevenson cutis gyrata syndrome		OMIM	123790	Beare-Stevenson cutis gyrata syndrome
DMD	1756	TAS	Becker muscular dystrophy		OMIM	300376	Becker muscular dystrophy
H19	283120	TAS	Beckwith-Wiedemann syndrome		OMIM	130650	Beckwith-Wiedemann syndrome
KCNQ1OT1	10984	TAS	Beckwith-Wiedemann syndrome		OMIM	130650	Beckwith-Wiedemann syndrome
NSD1	64324	TAS	Beckwith-Wiedemann syndrome		OMIM	130650	Beckwith-Wiedemann syndrome
CDKN1C	1028	TAS	Beckwith-Wiedemann syndrome		OMIM	130650	Beckwith-Wiedemann syndrome
SCN2A	6326	TAS	Seizures, benign familial infantile, 3		OMIM	607745	benign familial infantile epilepsy
GP9	2815	TAS	Bernard-Soulier syndrome, type C		OMIM	231200	Bernard-Soulier syndrome
GP1BA	2811	TAS	Bernard-Soulier syndrome, type A1 (recessive)		OMIM	231200	Bernard-Soulier syndrome
GP1BB	2812	TAS	Bernard-Soulier syndrome, type B; Giant platelet disorder, isolated		OMIM	231200	Bernard-Soulier syndrome
GP1BA	2811	TAS	Bernard-Soulier syndrome, type A2 (dominant)		OMIM	153670	Bernard-Soulier syndrome
BEST1	7439	TAS	Bestrophinopathy		OMIM	611809	bestrophinopathy
HBB	3043	TAS	Thalassemia-beta, dominant inclusion-body		OMIM	603902	beta thalassemia
ACAT1	38	TAS	Alpha-methylacetoacetic aciduria		OMIM	203750	beta-ketothiolase deficiency
MANBA	4126	TAS	Mannosidosis, beta		OMIM	248510	beta-mannosidosis
COL6A3	1293	TAS	Bethlem myopathy		OMIM	158810	Bethlem myopathy
COL6A2	1292	TAS	Bethlem myopathy		OMIM	158810	Bethlem myopathy
COL6A1	1291	TAS	Bethlem myopathy		OMIM	158810	Bethlem myopathy
CYP4V2	285440	TAS	Bietti crystalline corneoretinal dystrophy		OMIM	210370	Bietti crystalline corneoretinal dystrophy
FREM1	158326	TAS	Bifid nose with or without anorectal and renal anomalies		OMIM	608980	Bifid nose
SLCO1B3	28234	TAS	Hyperbilirubinemia, Rotor type, digenic		OMIM	237450	bilirubin metabolic disorder
SLCO1B1	10599	TAS	Hyperbilirubinemia, Rotor type, digenic		OMIM	237450	bilirubin metabolic disorder
UGT1A1	54658	TAS	Hyperbilirubinemia, familial transcient neonatal		OMIM	237900	bilirubin metabolic disorder
DCC	1630	TAS	Mirror movements, congenital		OMIM	157600	Bimanual synkinesia
RAD51	5888	TAS	Mirror movements 2		OMIM	614508	Bimanual synkinesia
SLC19A3	80704	TAS	Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2)		OMIM	607483	biotin-responsive basal ganglia disease
BTD	686	TAS	Biotinidase deficiency		OMIM	253260	biotinidase deficiency
KCNK9	51305	TAS	Birk-Barel mental retardation dysmorphism syndrome		OMIM	612292	Birk-Barel syndrome
FLCN	201163	TAS	Birt-Hogg-Dube syndrome		OMIM	135150	Birt-Hogg-Dube syndrome
BCS1L	617	TAS	Bjornstad syndrome		OMIM	262000	Bjornstad syndrome
NOD2	64127	TAS	Blau syndrome		OMIM	186580	Blau syndrome
FOXL2	668	TAS	Blepharophimosis, epicanthus inversus, and ptosis, type 1; Blepharophimosis, epicanthus inversus, and ptosis, type 2		OMIM	110100	blepharophimosis, ptosis, and epicanthus inversus syndrome
DRD5	1816	TAS	{Blepharospasm, primary benign}		OMIM	606798	blepharospasm
IKBKG	8517	TAS	Incontinentia pigmenti, type II		OMIM	308300	Bloch-Sulzberger syndrome
RUNX1	861	TAS	Platelet disorder, familial, with associated myeloid malignancy		OMIM	601399	blood platelet disease
BLM	641	TAS	Bloom syndrome		OMIM	210900	bloom syndrome
OPN1MW	2652	TAS	Blue cone monochromacy		OMIM	303700	blue cone monochromacy
OPN1LW	5956	TAS	Blue cone monochromacy		OMIM	303700	blue cone monochromacy
FLNB	2317	TAS	Boomerang dysplasia		OMIM	112310	Boomerang dysplasia
PHF6	84295	TAS	Borjeson-Forssman-Lehmann syndrome		OMIM	301900	Borjeson-Forssman-Lehmann syndrome
RLBP1	6017	TAS	Bothnia retinal dystrophy		OMIM	607475	Bothnia retinal dystrophy
EMG1	10436	TAS	Bowen-Conradi syndrome		OMIM	211180	Bowen-Conradi syndrome
HOXD13	3239	TAS	Brachydactyly, type D		OMIM	113200	brachydactyly
PTHLH	5744	TAS	Brachydactyly, type E2		OMIM	613382	brachydactyly
NOG	9241	TAS	Brachydactyly, type B2		OMIM	611377	brachydactyly
HOXD13	3239	TAS	Brachydactyly, type E		OMIM	113300	brachydactyly
GDF5	8200	TAS	Brachydactyly, type C		OMIM	113100	brachydactyly
GDF5	8200	TAS	Brachydactyly, type A1, C		OMIM	615072	brachydactyly
IHH	3549	TAS	Brachydactyly, type A1		OMIM	112500	brachydactyly
ROR2	4920	TAS	Brachydactyly, type B1		OMIM	113000	brachydactyly
GDF5	8200	TAS	Brachydactyly, type A2		OMIM	112600	brachydactyly
BMPR1B	658	TAS	Brachydactyly, type A2		OMIM	112600	brachydactyly
BMP2	650	TAS	Brachydactyly, type A2		OMIM	112600	brachydactyly
HOXD13	3239	TAS	Brachydactyly-syndactyly syndrome		OMIM	610713	brachydactyly-syndactyly syndrome
TRPV4	59341	TAS	Brachyolmia type 3		OMIM	113500	brachyolmia
TFAP2A	7020	TAS	Branchiooculofacial syndrome		OMIM	113620	branchiooculofacial syndrome
SIX5	147912	TAS	Branchiootorenal syndrome 2		OMIM	610896	branchiootorenal syndrome
EYA1	2138	TAS	Anterior segment anomalies with or without cataract; Branchiootorenal syndrome 1, with or without cataracts		OMIM	113650	branchiootorenal syndrome
RAD51	5888	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
RB1CC1	9821	TAS	Breast cancer, somatic		OMIM	114480	breast cancer
KRAS	3845	TAS	Breast cancer, somatic		OMIM	114480	breast cancer
CHEK2	11200	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
TSG101	7251	TAS	Breast cancer, somatic		OMIM	114480	breast cancer
CDH1	999	TAS	{Breast cancer, lobular}		OMIM	114480	breast cancer
PPM1D	8493	TAS	Breast cancer		OMIM	114480	breast cancer
XRCC3	7517	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
BRIP1	83990	TAS	Breast cancer, early-onset		OMIM	114480	breast cancer
AKT1	207	TAS	Breast cancer, somatic		OMIM	114480	breast cancer
PALB2	79728	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
RAD54L	8438	TAS	{Breast cancer, invasive ductal}		OMIM	114480	breast cancer
BRCA2	675	TAS	{Breast cancer, male, susceptibility to}		OMIM	114480	breast cancer
HMMR	3161	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
PIK3CA	5290	TAS	Breast cancer, somatic		OMIM	114480	breast cancer
ATM	472	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
CASP8	841	TAS	{Breast cancer, protection against}		OMIM	114480	breast cancer
NQO2	4835	TAS	{?Breast cancer susceptibility}		OMIM	114480	breast cancer
PHB	5245	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
TP53	7157	TAS	Breast cancer		OMIM	114480	breast cancer
BARD1	580	TAS	{Breast cancer, susceptibility to}		OMIM	114480	breast cancer
