# Plain text terms we recognize when loading GEO data, and we map them immediately to an Ontology term
# the fields are 1. string to be matched; 2. The value 3. ValueUri 4. Category 5. CategoryUri
# Case of the string value is ignored; the category is checked against the type of variable imported, so if it doesn't match what we have here,
# it won't be mapped.
# String value	value	valueUri	category	categoryUri
Metastatic Melanoma	metastatic melanoma	http://purl.obolibrary.org/obo/MONDO_0005191	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Methamphetamine	methamphetamine	http://purl.obolibrary.org/obo/CHEBI_6809	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
microdissected colorectal cancer cells	colorectal cancer	http://purl.obolibrary.org/obo/MONDO_0005575	disease	http://www.ebi.ac.uk/efo/EFO_0000408
microdissected medial neocortex	neocortex	http://purl.obolibrary.org/obo/UBERON_0001950	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Microdissected renal tubule segment	renal tubule	http://purl.obolibrary.org/obo/UBERON_0009773	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
microglia	microglial cell	http://purl.obolibrary.org/obo/CL_0000129	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
microglia cells	microglial cell	http://purl.obolibrary.org/obo/CL_0000129	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
midbrain	midbrain	http://purl.obolibrary.org/obo/UBERON_0001891	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
middle ear	middle ear	http://purl.obolibrary.org/obo/UBERON_0001756	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
middle temporal gyrus	middle temporal gyrus	http://purl.obolibrary.org/obo/UBERON_0002771	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
middle_temporal_gyrus	middle temporal gyrus	http://purl.obolibrary.org/obo/UBERON_0002771	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
MKN45	RCB1001 cell	http://purl.obolibrary.org/obo/CLO_0050797	cell line	http://purl.obolibrary.org/obo/CLO_0000031
Mock	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Mock infected	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
mock infected	control	http://www.ebi.ac.uk/efo/EFO_0001461	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
mock injected	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
moderate-to-severe psoriasis	psoriasis	http://purl.obolibrary.org/obo/MONDO_0005083	disease	http://www.ebi.ac.uk/efo/EFO_0000408
molecule subtype: total RNA	total RNA	http://www.ebi.ac.uk/efo/EFO_0004964	collection of material	http://www.ebi.ac.uk/efo/EFO_0005066
Monocyte	monocyte	http://purl.obolibrary.org/obo/CL_0000576	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
monocyte-derived dendritic cells	dendritic cell	http://purl.obolibrary.org/obo/CL_0000451	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
monocyte-derived macrophage	macrophage	http://purl.obolibrary.org/obo/CL_0000235	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Monocyte-derived macrophages	macrophage	http://purl.obolibrary.org/obo/CL_0000235	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
monocytes	monocyte	http://purl.obolibrary.org/obo/CL_0000576	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
mononuclear cells from bone marrow	mononuclear cell of bone marrow	http://purl.obolibrary.org/obo/CL_0010004	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Motor Cortex	primary motor cortex	http://purl.obolibrary.org/obo/UBERON_0001384	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
motor neuron	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Motor neurons	motor neuron	http://purl.obolibrary.org/obo/CL_0000100	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Mouse brain	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mouse Brain Tissue	brain	http://purl.obolibrary.org/obo/UBERON_0000955	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mouse cortex	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mouse embryonic fibroblast	embryonic fibroblast	http://purl.obolibrary.org/obo/CL_2000042	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Mouse embryonic fibroblasts	embryonic fibroblast	http://purl.obolibrary.org/obo/CL_2000042	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Mouse embryonic stem cells	embryonic stem cell	http://purl.obolibrary.org/obo/CL_0002322	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
mouse fibroblasts	fibroblast	http://purl.obolibrary.org/obo/CL_0000057	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Mouse frontal cortex	frontal cortex	http://purl.obolibrary.org/obo/UBERON_0001870	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mouse heart	heart	http://purl.obolibrary.org/obo/UBERON_0000948	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mouse Hippocampus	Ammon's horn	http://purl.obolibrary.org/obo/UBERON_0001954	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mouse Hypothalamus	hypothalamus	http://purl.obolibrary.org/obo/UBERON_0001898	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mouse Liver	liver	http://purl.obolibrary.org/obo/UBERON_0002107	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mouse lung	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mouse mammary tumor	breast neoplasm	http://purl.obolibrary.org/obo/MONDO_0021100	disease	http://www.ebi.ac.uk/efo/EFO_0000408
mouse model primary retinoblastoma tumor	retinoblastoma	http://purl.obolibrary.org/obo/MONDO_0008380	disease	http://www.ebi.ac.uk/efo/EFO_0000408
mouse prefrontal cortex	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mouse skin fibroblast	skin fibroblast	http://purl.obolibrary.org/obo/CL_0002620	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Mouse striatum	striatum	http://purl.obolibrary.org/obo/UBERON_0002435	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mPFC	prefrontal cortex	http://purl.obolibrary.org/obo/UBERON_0000451	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
MTB-infected	tuberculosis	http://purl.obolibrary.org/obo/MONDO_0018076	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Mucosa	mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
mucosal	mucosa	http://purl.obolibrary.org/obo/UBERON_0000344	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Multiple Myeloma	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	disease	http://www.ebi.ac.uk/efo/EFO_0000408
multiple myeloma	plasma cell myeloma	http://purl.obolibrary.org/obo/MONDO_0009693	disease	http://www.ebi.ac.uk/efo/EFO_0000408
multiple sclerosis	multiple sclerosis	http://purl.obolibrary.org/obo/MONDO_0005301	disease	http://www.ebi.ac.uk/efo/EFO_0000408
multisystem failure	multiple organ dysfunction syndrome	http://purl.obolibrary.org/obo/MONDO_0043726	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Murine Lung	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Murine primary cortical neurons	cerebral cortex neuron	http://purl.obolibrary.org/obo/CL_0010012	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Murine spinal cord	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Murine tumor	neoplasm	http://purl.obolibrary.org/obo/MONDO_0005070	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Mus musculus Cerebellum	cerebellum	http://purl.obolibrary.org/obo/UBERON_0002037	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mus musculus Cerebral Cortex	cerebral cortex	http://purl.obolibrary.org/obo/UBERON_0000956	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mus musculus Hippocampus	Ammon's horn	http://purl.obolibrary.org/obo/UBERON_0001954	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mus musculus Spinal Cord	spinal cord	http://purl.obolibrary.org/obo/UBERON_0002240	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Mus musculus Striatum	striatum	http://purl.obolibrary.org/obo/UBERON_0002435	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Muscle	muscle tissue	http://purl.obolibrary.org/obo/UBERON_0002385	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
musculus vastus lateralis	vastus lateralis	http://purl.obolibrary.org/obo/UBERON_0001379	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
myelodysplastic syndromes (MDS)	myelodysplastic syndrome	http://purl.obolibrary.org/obo/MONDO_0018881	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Myeloid	myeloid cell	http://purl.obolibrary.org/obo/CL_0000763	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
myeloid leukemia	myeloid leukemia	http://purl.obolibrary.org/obo/MONDO_0004643	disease	http://www.ebi.ac.uk/efo/EFO_0000408
myeloma	myeloid neoplasm	http://purl.obolibrary.org/obo/MONDO_0005170	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Myeloma	myeloid neoplasm	http://purl.obolibrary.org/obo/MONDO_0005170	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Myeloproliferative Disorder (MPD)	myelodysplastic/myeloproliferative disease	http://purl.obolibrary.org/obo/MONDO_0020077	disease	http://www.ebi.ac.uk/efo/EFO_0000408
myometrium	myometrium	http://purl.obolibrary.org/obo/UBERON_0001296	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
NAC	nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0001882	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
nAcc	nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0001882	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
NaCl	sodium chloride	http://purl.obolibrary.org/obo/CHEBI_26710	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Naive	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
naive	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
naïve	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
naïve CD4+ Tcells	naive thymus-derived CD4-positive, alpha-beta T cell	http://purl.obolibrary.org/obo/CL_0000895	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Nasal airway epithelium	nasal cavity epithelium	http://purl.obolibrary.org/obo/UBERON_0005384	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Nasal epithelial cells	nasal cavity epithelium	http://purl.obolibrary.org/obo/UBERON_0005384	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Nasal Epithelium	epithelium of nasopharynx	http://purl.obolibrary.org/obo/UBERON_0001951	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
NB4 human APL cell line	NB-4 cell	http://purl.obolibrary.org/obo/CLO_0007947	cell line	http://purl.obolibrary.org/obo/CLO_0000031
negative control	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Negative Control siRNA	wild type genotype	http://www.ebi.ac.uk/efo/EFO_0005168	genotype	http://www.ebi.ac.uk/efo/EFO_0000513
neocortex	neocortex	http://purl.obolibrary.org/obo/UBERON_0001950	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
neonatal	neonate stage	http://purl.obolibrary.org/obo/UBERON_0007221	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
neonate	neonate stage	http://purl.obolibrary.org/obo/UBERON_0007221	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
Nerve	nerve	http://purl.obolibrary.org/obo/UBERON_0001021	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Neural Progenitor Cells	neural progenitor cell	http://purl.obolibrary.org/obo/CL_0011020	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
neural progenitor cells (NPCs)	neural progenitor cell	http://purl.obolibrary.org/obo/CL_0011020	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
neural retina	retinal neural layer	http://purl.obolibrary.org/obo/UBERON_0003902	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
neural stem cell	neural stem cell	http://purl.obolibrary.org/obo/CL_0000047	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Neural stem cells	neural stem cell	http://purl.obolibrary.org/obo/CL_0000047	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
neural tube	neural tube	http://purl.obolibrary.org/obo/UBERON_0001049	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
neuroblastoma	neuroblastoma	http://purl.obolibrary.org/obo/MONDO_0005072	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Neuroblastoma cell line	neuroblastoma cell line	http://www.ebi.ac.uk/efo/EFO_0005214	cell line	http://purl.obolibrary.org/obo/CLO_0000031
neuroblastoma cells	neuroblastoma	http://purl.obolibrary.org/obo/MONDO_0005072	disease	http://www.ebi.ac.uk/efo/EFO_0000408
neuroblastoma tumor	neuroblastoma	http://purl.obolibrary.org/obo/MONDO_0005072	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Neuroblastoma tumor obtained at diagnosis	neuroblastoma	http://purl.obolibrary.org/obo/MONDO_0005072	disease	http://www.ebi.ac.uk/efo/EFO_0000408
neurologically and neuropathologically normal	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Neuron	neuron	http://purl.obolibrary.org/obo/CL_0000540	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
neuronal	neuron	http://purl.obolibrary.org/obo/CL_0000540	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Neuronal Progenitor cells	neural progenitor cell	http://purl.obolibrary.org/obo/CL_0011020	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
neurons	neuron	http://purl.obolibrary.org/obo/CL_0000540	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
neuropathologically normal frozen temporal cortex	temporal cortex	http://purl.obolibrary.org/obo/UBERON_0016538	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
neutrophil	neutrophil	http://purl.obolibrary.org/obo/CL_0000775	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
neutrophils	neutrophil	http://purl.obolibrary.org/obo/CL_0000775	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Never-smoker lung adenocarcinoma patient	lung adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005061	disease	http://www.ebi.ac.uk/efo/EFO_0000408
newly diagnosed multiple myeloma	multiple myeloma	http://www.ebi.ac.uk/efo/EFO_0001378	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Nicotine	nicotine	http://purl.obolibrary.org/obo/CHEBI_18723	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
NIH 3T3	NIH-3T3 cell	http://purl.obolibrary.org/obo/CLO_0008172	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
NIH3T3	NIH-3T3 cell	http://purl.obolibrary.org/obo/CLO_0008172	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
NK cells	natural killer cell	http://purl.obolibrary.org/obo/CL_0000623	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
no injection	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
no treatment	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
non-cachectic melanoma cells	melanoma	http://purl.obolibrary.org/obo/MONDO_0005105	disease	http://www.ebi.ac.uk/efo/EFO_0000408
non-infected	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
non-metastatic prostate cancer	prostate cancer	http://purl.obolibrary.org/obo/MONDO_0008315	disease	http://www.ebi.ac.uk/efo/EFO_0000408
non-small cell lung cancer	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0005233	disease	http://www.ebi.ac.uk/efo/EFO_0000408
non-small cell lung cancer cell line	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0005233	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Non-Small-Cell Lung Cancer	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0005233	disease	http://www.ebi.ac.uk/efo/EFO_0000408
none (control)	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
none (untreated control)	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
normal	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
normal airway epithelial cells	respiratory tract epithelial cell	http://purl.obolibrary.org/obo/CL_0002368	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
normal breast	breast	http://purl.obolibrary.org/obo/UBERON_0000310	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
normal chow	reference substance role	http://purl.obolibrary.org/obo/OBI_0000025	diet	http://www.ebi.ac.uk/efo/EFO_0002755
normal colon	colon	http://purl.obolibrary.org/obo/UBERON_0001155	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
normal colon mucosa	colonic mucosa	http://purl.obolibrary.org/obo/UBERON_0000317	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
normal control	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
normal liver tissue	liver	http://purl.obolibrary.org/obo/UBERON_0002107	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
normal lung	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Normal Lung Tissue	lung	http://purl.obolibrary.org/obo/UBERON_0002048	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
normal prostate	prostate gland	http://purl.obolibrary.org/obo/UBERON_0002367	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Normal Skin	skin of body	http://purl.obolibrary.org/obo/UBERON_0002097	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Normal tissue	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
NPC	neural progenitor cell	http://purl.obolibrary.org/obo/CL_0011020	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
NPCs	neural progenitor cell	http://purl.obolibrary.org/obo/CL_0011020	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
NSC	neural stem cell	http://purl.obolibrary.org/obo/CL_0000047	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
NSCLC	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0005233	disease	http://www.ebi.ac.uk/efo/EFO_0000408
NSCLC cell line	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0005233	disease	http://www.ebi.ac.uk/efo/EFO_0000408
NSCLC patient	non-small cell lung carcinoma	http://purl.obolibrary.org/obo/MONDO_0005233	disease	http://www.ebi.ac.uk/efo/EFO_0000408
nucleus accumben	nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0001882	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
nucleus accumbens	nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0001882	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Nucleus accumbens (brain)	nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0001882	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
nucleus accumbens (NAc)	nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0001882	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Nucleus accumbens core	core of nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0012170	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Nucleus Accumbens Shell	shell of nucleus accumbens	http://purl.obolibrary.org/obo/UBERON_0012171	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Nucleus of the solitary tract	nucleus of solitary tract	http://purl.obolibrary.org/obo/UBERON_0009050	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Nulliparous	nulliparous	http://purl.obolibrary.org/obo/PATO_0002368	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
obese	obesity	http://www.ebi.ac.uk/efo/EFO_0001073	phenotype	http://www.ebi.ac.uk/efo/EFO_0000651
occipital cortex	occipital cortex	http://purl.obolibrary.org/obo/UBERON_0016540	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
occipital lobe	occipital lobe	http://purl.obolibrary.org/obo/UBERON_0002021	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Occipital Visual Cortex	visual cortex	http://purl.obolibrary.org/obo/UBERON_0000411	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
ocular AMD	age-related macular degeneration	http://purl.obolibrary.org/obo/MONDO_0005150	disease	http://www.ebi.ac.uk/efo/EFO_0000408
OFC	orbitofrontal cortex	http://purl.obolibrary.org/obo/UBERON_0004167	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
old	old	http://purl.obolibrary.org/obo/PATO_0000308	developmental stage	http://www.ebi.ac.uk/efo/EFO_0000399
olfactory bulb	olfactory bulb	http://purl.obolibrary.org/obo/UBERON_0002264	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
olfactory epithelium	olfactory epithelium	http://purl.obolibrary.org/obo/UBERON_0001997	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Olfactory mucosa	olfactory segment of nasal mucosa	http://purl.obolibrary.org/obo/UBERON_0005386	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Oligodendrocyte	oligodendrocyte	http://purl.obolibrary.org/obo/CL_0000128	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
oligodendrocyte precursor cells	oligodendrocyte precursor cell	http://purl.obolibrary.org/obo/CL_0002453	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Oligodendroglioma	oligodendroglioma	http://purl.obolibrary.org/obo/MONDO_0016695	disease	http://www.ebi.ac.uk/efo/EFO_0000408
omental adipose	adipocyte of omentum tissue	http://purl.obolibrary.org/obo/CL_0002615	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Omentum	omentum	http://purl.obolibrary.org/obo/UBERON_0003688	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
optic nerve head	optic disc	http://purl.obolibrary.org/obo/UBERON_0001783	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
oral tissue	mouth	http://purl.obolibrary.org/obo/UBERON_0000165	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Orbitofrontal Cortex	orbitofrontal cortex	http://purl.obolibrary.org/obo/UBERON_0004167	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
osteoblast	osteoblast	http://purl.obolibrary.org/obo/CL_0000062	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
osteoblasts	osteoblast	http://purl.obolibrary.org/obo/CL_0000062	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
osteosarcoma	osteosarcoma	http://purl.obolibrary.org/obo/MONDO_0009807	disease	http://www.ebi.ac.uk/efo/EFO_0000408
osteosarcoma cells	osteosarcoma	http://purl.obolibrary.org/obo/MONDO_0009807	disease	http://www.ebi.ac.uk/efo/EFO_0000408
ovarian	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
ovarian cancer	ovarian cancer	http://purl.obolibrary.org/obo/MONDO_0008170	disease	http://www.ebi.ac.uk/efo/EFO_0000408
ovarian cancer cells	ovarian cancer	http://purl.obolibrary.org/obo/MONDO_0008170	disease	http://www.ebi.ac.uk/efo/EFO_0000408
ovarian carcinoma tumor	ovarian carcinoma	http://purl.obolibrary.org/obo/MONDO_0005140	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Ovarian tumor	ovarian neoplasm	http://purl.obolibrary.org/obo/MONDO_0021068	disease	http://www.ebi.ac.uk/efo/EFO_0000408
ovarian tumors	ovarian neoplasm	http://purl.obolibrary.org/obo/MONDO_0021068	disease	http://www.ebi.ac.uk/efo/EFO_0000408
ovary	ovary	http://purl.obolibrary.org/obo/UBERON_0000992	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
OxPAPC	1-palmitoyl-2-arachidonoyl-sn-glycero-3-phosphocholine	http://purl.obolibrary.org/obo/CHEBI_73003	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Paclitaxel	paclitaxel	http://purl.obolibrary.org/obo/CHEBI_45863	treatment	http://www.ebi.ac.uk/efo/EFO_0000727
Pancreas	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Pancreas Tissue	pancreas	http://purl.obolibrary.org/obo/UBERON_0001264	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
pancreatic ductal adenocarcinoma	pancreatic ductal adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005184	disease	http://www.ebi.ac.uk/efo/EFO_0000408
pancreatic islets	islet of Langerhans	http://purl.obolibrary.org/obo/UBERON_0000006	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Pancreatic Tumor	malignant pancreatic neoplasm	http://purl.obolibrary.org/obo/MONDO_0009831	disease	http://www.ebi.ac.uk/efo/EFO_0000408
papillary serous ovarian adenocarcinoma	ovarian serous surface papillary adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0003874	disease	http://www.ebi.ac.uk/efo/EFO_0000408
papillary serous ovarian adenocarcinoma	ovarian serous adenocarcinoma	http://purl.obolibrary.org/obo/MONDO_0005211	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Papillary Thyroid Carcinoma	thyroid gland papillary carcinoma	http://purl.obolibrary.org/obo/MONDO_0005075	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Parahippocampal Gyrus	parahippocampal gyrus	http://purl.obolibrary.org/obo/UBERON_0002973	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
paraventricular hypothalamus	paraventricular nucleus of hypothalamus	http://purl.obolibrary.org/obo/UBERON_0001930	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
parietal cortex	parietal cortex	http://purl.obolibrary.org/obo/UBERON_0016530	organism part	http://www.ebi.ac.uk/efo/EFO_0000635
Parkinson's disease	Parkinson disease	http://purl.obolibrary.org/obo/MONDO_0005180	disease	http://www.ebi.ac.uk/efo/EFO_0000408
parvalbumin (PV) neurons	pvalb GABAergic interneuron	http://purl.obolibrary.org/obo/CL_4023018	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
Patient Primary Pancreatic Tumor	pancreatic neoplasm	http://purl.obolibrary.org/obo/MONDO_0021040	disease	http://www.ebi.ac.uk/efo/EFO_0000408
Patient-matched nontumor control	reference subject role	http://purl.obolibrary.org/obo/OBI_0000220	disease	http://www.ebi.ac.uk/efo/EFO_0000408
PBMC	peripheral blood mononuclear cell	http://purl.obolibrary.org/obo/CL_2000001	cell type	http://www.ebi.ac.uk/efo/EFO_0000324
