Identifier (KEY)	Phenotype valueUri (THE KEY MAP TO THIS)	Phenotype value 	Description use in annotator 	How we found the mapping	Source
MESH:C536482	http://purl.obolibrary.org/obo/DOID_14766	renal agenesis	Hereditary renal agenesis		CTD
MESH:C536485	http://purl.obolibrary.org/obo/DOID_0050439	Usher syndrome	Usher syndrome, type 1B	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536486	http://purl.obolibrary.org/obo/DOID_0050439	Usher syndrome	Usher syndrome, type 1C	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536487	http://purl.obolibrary.org/obo/DOID_0050439	Usher syndrome	Usher syndrome, type 1D	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536488	http://purl.obolibrary.org/obo/DOID_0050439	Usher syndrome	Usher syndrome, type 1E	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536489	http://purl.obolibrary.org/obo/DOID_0050439	Usher syndrome	Usher syndrome, type 1F	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536490	http://purl.obolibrary.org/obo/DOID_0050439	Usher syndrome	Usher syndrome, type 2A		CTD
MESH:C536492	http://purl.obolibrary.org/obo/DOID_0050439	Usher syndrome	Usher syndrome, type 2C	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536498	http://purl.obolibrary.org/obo/HP_0003057	Tetraamelia	Tetra-amelia autosomal recessive	Case 7a: Found Synonym With HP Annotator Synonym (keywords taken out)	CTD
MESH:C536507	http://purl.obolibrary.org/obo/DOID_13481	thanatophoric dysplasia	Thanatophoric dysplasia, type 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536508	http://purl.obolibrary.org/obo/DOID_13481	thanatophoric dysplasia	Thanatophoric dysplasia, type 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536527	http://purl.obolibrary.org/obo/DOID_0080036	SOST-related sclerosing bone dysplasia	Van Buchem disease type 2	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C536561	http://purl.obolibrary.org/obo/HP_0003614	Trimethylaminuria	Trimethylaminuria	Case 6a: Found Exact With HP Annotator	CTD
MESH:C536570	http://purl.obolibrary.org/obo/DOID_0080033	craniometaphyseal dysplasia	Craniometaphyseal dysplasia, autosomal recessive type	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536573	http://purl.obolibrary.org/obo/DOID_0050680	Boomerang dysplasia	Boomerang dysplasia	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536575	http://purl.obolibrary.org/obo/DOID_0050681	Borjeson-Forssman-Lehmann syndrome	Borjeson-Forssman-Lehmann syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536575	http://purl.obolibrary.org/obo/DOID_0050681	Borjeson-Forssman-Lehmann syndrome	Borjeson-Forssman-Lehmann syndrome		CTD
MESH:C536587	http://purl.obolibrary.org/obo/DOID_10983	Alport syndrome	Alport syndrome, recessive type		CTD
MESH:C536589	http://purl.obolibrary.org/obo/DOID_0050635	alternating hemiplegia of childhood	Alternating hemiplegia of childhood	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536595	http://purl.obolibrary.org/obo/HP_0002511	Alzheimer disease	Alzheimer disease type 2	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536596	http://purl.obolibrary.org/obo/HP_0002511	Alzheimer disease	Alzheimer disease type 4	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536597	http://purl.obolibrary.org/obo/DOID_10652	Alzheimer's disease	"Alzheimer disease, familial"		CTD
MESH:C536607	http://purl.obolibrary.org/obo/DOID_0050692	Brody myopathy	Brody myopathy	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536607	http://purl.obolibrary.org/obo/DOID_0050692	Brody myopathy	Brody myopathy		CTD
MESH:C536637	http://purl.obolibrary.org/obo/DOID_0050775	schneckenbecken dysplasia	Schneckenbecken dysplasia	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536642	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 15, autosomal recessive	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536643	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 16, X-linked	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536644	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 17	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536687	http://purl.obolibrary.org/obo/DOID_14731	Weaver syndrome	Weaver syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536745	http://purl.obolibrary.org/obo/HP_0002224	Woolly hair	Woolly hair, congenital	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536761	http://purl.obolibrary.org/obo/DOID_0060063	X-linked sideroblastic anemia	X-linked sideroblastic anemia	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536833	http://purl.obolibrary.org/obo/HP_0003150	Glutaric aciduria	Glutaric aciduria 1	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536835	http://purl.obolibrary.org/obo/HP_0003343	Glutathione synthetase deficiency	Glutathione synthetase deficiency	Case 6a: Found Exact With HP Annotator	CTD
MESH:C536848	http://purl.obolibrary.org/obo/DOID_4971	myelofibrosis	Familial myelofibrosis	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536850	http://purl.obolibrary.org/obo/HP_0002132	Porencephaly	Familial porencephaly	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536856	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 19, autosomal dominant	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536857	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 2, X-linked	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536858	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 20, autosomal recessive	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536859	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 23	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536860	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 24	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536861	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 25, autosomal recessive	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536862	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 26, autosomal recessive	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536863	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 29, autosomal dominant	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536864	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 3, autosomal dominant	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536865	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 4, autosomal dominant	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536866	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 6, autosomal dominant	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536867	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 8, autosomal dominant	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536868	http://purl.obolibrary.org/obo/HP_0001258	Spastic paraplegia	Spastic paraplegia 9, autosomal dominant	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536871	http://purl.obolibrary.org/obo/DOID_2476	hereditary spastic paraplegia	Spastic paraplegia type 5A, recessive		CTD
MESH:C536890	http://purl.obolibrary.org/obo/DOID_0060178	familial hemiplegic migraine	Hemiplegic migraine, familial type 1		CTD
MESH:C536910	http://purl.obolibrary.org/obo/DOID_1781	thyroid cancer	Thyroid cancer, anaplastic		CTD
MESH:C536911	http://purl.obolibrary.org/obo/DOID_0050547	familial medullary thyroid carcinoma	Familial medullary thyroid carcinoma	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536911	http://purl.obolibrary.org/obo/DOID_1781	thyroid cancer	Thyroid cancer, familial medullary		CTD
MESH:C536962	http://purl.obolibrary.org/obo/DOID_0060173	Timothy syndrome	Timothy syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C536968	http://purl.obolibrary.org/obo/HP_0001304	Torsion dystonia	Torsion dystonia 7	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C536991	http://purl.obolibrary.org/obo/DOID_13099	Moyamoya disease	Moyamoya disease 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C536993	http://purl.obolibrary.org/obo/DOID_13099	Moyamoya disease	Moyamoya disease 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537004	http://purl.obolibrary.org/obo/DOID_3652	Leigh disease	Leigh syndrome , French Canadian type		CTD
MESH:C537005	http://purl.obolibrary.org/obo/DOID_8158	complement component 5 deficiency	Complement component 5 deficiency	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537027	http://purl.obolibrary.org/obo/DOID_12255	congenital adrenal hyperplasia	Lipoid congenital adrenal hyperplasia		CTD
MESH:C537034	http://purl.obolibrary.org/obo/DOID_2843	long QT syndrome	Long QT syndrome type 3		CTD
MESH:C537045	http://purl.obolibrary.org/obo/DOID_0080053	Albright's hereditary osteodystrophy	Albright's hereditary osteodystrophy	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537045	http://purl.obolibrary.org/obo/DOID_0080053	Albright's hereditary osteodystrophy	Albright's hereditary osteodystrophy		CTD
MESH:C537047	http://purl.obolibrary.org/obo/DOID_0050631	Allan-Herndon-Dudley syndrome	Allan-Herndon-Dudley syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537055	http://purl.obolibrary.org/obo/DOID_0050634	alopecia universalis	Alopecia universalis	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537081	http://purl.obolibrary.org/obo/DOID_0050684	Bowen-Conradi syndrome	Bowen-Conradi syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537088	http://purl.obolibrary.org/obo/DOID_0050581	brachydactyly	Brachydactyly type A1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537089	http://purl.obolibrary.org/obo/DOID_0050581	brachydactyly	Brachydactyly type A2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537093	http://purl.obolibrary.org/obo/DOID_0050581	brachydactyly	Brachydactyly type C	Case 4: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537106	http://purl.obolibrary.org/obo/DOID_14702	branchiootorenal syndrome	Branchiootorenal syndrome 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537111	http://purl.obolibrary.org/obo/DOID_0050694	Brown-Vialetto-Van Laere syndrome	Brown-Vialetto-Van Laere syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537116	http://purl.obolibrary.org/obo/DOID_14291	LEOPARD syndrome	LEOPARD syndrome, 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537117	http://purl.obolibrary.org/obo/DOID_14291	LEOPARD syndrome	LEOPARD syndrome, 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537126	http://purl.obolibrary.org/obo/DOID_5723	optic atrophy	Optic atrophy 5	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537127	http://purl.obolibrary.org/obo/DOID_5723	optic atrophy	Optic atrophy 6	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537136	http://purl.obolibrary.org/obo/HP_0003218	Oroticaciduria	Oroticaciduria 1	Case 6a: Found Exact With HP Annotator (keywords taken out)	CTD
MESH:C537156	http://purl.obolibrary.org/obo/DOID_11199	hypoparathyroidism	Hypoparathyroidism familial isolated	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537160	http://purl.obolibrary.org/obo/DOID_4535	hypotrichosis	Hypotrichosis simplex		CTD
MESH:C537177	http://purl.obolibrary.org/obo/DOID_14330	Parkinson's disease	Parkinson disease 9		CTD
MESH:C537178	http://purl.obolibrary.org/obo/DOID_14330	Parkinson's disease	Parkinson disease, juvenile, autosomal recessive		CTD
MESH:C537180	http://purl.obolibrary.org/obo/DOID_5159	familial dystonia	Familial paroxysmal dystonia		CTD
MESH:C537195	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 13	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537196	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 14	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537198	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 19	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537199	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 20	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537200	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 21	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537201	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 23	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537202	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 25	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537203	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 26	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537204	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 27	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537205	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 28	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537206	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar Ataxia 29	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537207	http://purl.obolibrary.org/obo/DOID_0080045	Kniest dysplasia	Kniest dysplasia	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537243	http://purl.obolibrary.org/obo/DOID_10283	prostate cancer	"Prostate cancer, familial"		CTD
MESH:C537248	http://purl.obolibrary.org/obo/DOID_2352	hemochromatosis	Hemochromatosis, type 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537249	http://purl.obolibrary.org/obo/DOID_2352	hemochromatosis	Hemochromatosis, type 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537250	http://purl.obolibrary.org/obo/DOID_0050120	hemophagocytic lymphohistiocytosis	"Hemophagocytic lymphohistiocytosis, familial, 2"		CTD
MESH:C537251	http://purl.obolibrary.org/obo/DOID_0050120	hemophagocytic lymphohistiocytosis	Hemophagocytic lymphohistiocytosis, familial, 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537252	http://purl.obolibrary.org/obo/DOID_0050120	hemophagocytic lymphohistiocytosis	Hemophagocytic lymphohistiocytosis, familial, 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537261	http://purl.obolibrary.org/obo/DOID_3883	Lynch syndrome	Lynch syndrome I (site-specific colonic cancer)		CTD
MESH:C537262	http://purl.obolibrary.org/obo/DOID_4989	pancreatitis	Hereditary pancreatitis		CTD
MESH:C537264	http://purl.obolibrary.org/obo/DOID_1699	congenital ichthyosiform erythroderma	Lamellar ichthyosis, type 2	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C537265	http://purl.obolibrary.org/obo/DOID_1699	congenital ichthyosiform erythroderma	Lamellar ichthyosis, type 3	Case 5a: Found Synonym With Disease Annotator Synonym (keywords taken out)	CTD
MESH:C537300	http://purl.obolibrary.org/obo/DOID_14761	Greig cephalopolysyndactyly syndrome	Greig cephalopolysyndactyly syndrome	Case 4a: Found Exact With Disease Annotator	CTD
MESH:C537307	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia 8	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537308	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, autosomal recessive 1	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537309	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, autosomal recessive 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537310	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, autosomal recessive 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537311	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, autosomal recessive 5	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537312	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, autosomal recessive 6	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537314	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, X-linked, 2	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537315	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, X-linked, 3	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
MESH:C537316	http://purl.obolibrary.org/obo/DOID_1441	spinocerebellar ataxia	Spinocerebellar ataxia, X-linked, 4	Case 4a: Found Exact With Disease Annotator (keywords taken out)	CTD
