# Expression data file generated by Gemma on 02/05/2009
# shortName=GSE59
# name=Human cancer cell lines
# Experiment details: http://chibi.ubc.ca/Gemma/expressionExperiment/showExpressionExperiment.html?id=452
# If you use this file for your research, please cite the Gemma web site: http://chibi.ubc.ca/Gemma
Probe	GeneSymbol	GeneName	GSE59_bioMaterial_68___K.562(CL7005)LEUKEMIA	GSE59_bioMaterial_67___HL.60(CL7008)LEUKEMIA	GSE59_bioMaterial_66___OVCAR.4(CL6002)OVARIAN	GSE59_bioMaterial_7___HCT.15_CL4015__COLON	GSE59_bioMaterial_6___HCC.2998(CL4002)COLON	GSE59_bioMaterial_3___COLO205_CL4010_COLON	GSE59_bioMaterial_2___SW.620_CL4009_COLON	GSE59_bioMaterial_1___HT.29___CL4001__COLON	GSE59_bioMaterial_5___KM12__CL4017_COLON	GSE59_bioMaterial_4___HCT.116_CL4003_COLON	GSE59_bioMaterial_8___ADR.RES_CL5002_UNKNOWN	GSE59_bioMaterial_11___K562A.repro	GSE59_bioMaterial_10___K562B.repro	GSE59_bioMaterial_14___SR_CL7019__LEUKEMIA	GSE59_bioMaterial_9___MOLT.4_CL7006_LEUKEMIA	GSE59_bioMaterial_12___CCRF.CEM_CL7003_LEUKEMIA	GSE59_bioMaterial_13___RPMI.8226_CL7010__LEUKEMIA	GSE59_bioMaterial_17___OVCAR.8_CL6005_OVARIAN	GSE59_bioMaterial_16___OVCAR.5_CL6003_OVARIAN	GSE59_bioMaterial_15___OVCAR.3_CL6001_OVARIAN	GSE59_bioMaterial_19___IGROV1_CL6010_OVARIAN	GSE59_bioMaterial_18___SK.OV.3_CL6011_OVARIAN	GSE59_bioMaterial_20___DU.145_CL11003_PROSTATE	GSE59_bioMaterial_21___SK.MEL.28_CL10008_MELANOMA	GSE59_bioMaterial_23___SK.MEL.5_CL10007_MELANOMA	GSE59_bioMaterial_27___SK.MEL.2_CL10005_MELANOMA	GSE59_bioMaterial_22___UACC.257CL10021_MELANOMA	GSE59_bioMaterial_24___MALME.3M_CL10002_MELANOMA	GSE59_bioMaterial_25___M.14_CL10014_MELANOMA	GSE59_bioMaterial_26___UACC.62_CL10020_MELANOMA	GSE59_bioMaterial_28___NCI.H23_CL1001__NSCLC	GSE59_bioMaterial_34___A549_CL1004__NSCLC	GSE59_bioMaterial_32___HOP.62_CL1026_NSCLC	GSE59_bioMaterial_36___NCI.H322_CL1017_NSCLC	GSE59_bioMaterial_33___NCI.H460_CL1021_NSCLC	GSE59_bioMaterial_31___NCI.H522_CL1003__NSCLC	GSE59_bioMaterial_29___EKVX__CL1008_NSCLC	GSE59_bioMaterial_35___HOP.92__CL1029_NSCLC	GSE59_bioMaterial_30___NCI.H226_CL1013__NSCLC	GSE59_bioMaterial_39___SF.295_CL12015_CNS	GSE59_bioMaterial_37___SNB.19_CL12002_CNS	GSE59_bioMaterial_38___SF.539__CL12016_CNS	GSE59_bioMaterial_41___U251_CL12009_CNS	GSE59_bioMaterial_40___SF.268__CL12014_CNS	GSE59_bioMaterial_48___BT.549_CL5013_BREAST	GSE59_bioMaterial_52___BreastTumor16XNCIreference	GSE59_bioMaterial_44___MDA.N_CL5012__BREAST	GSE59_bioMaterial_47___MCF7_CL5001__BREAST	GSE59_bioMaterial_49___BC2LymphNodeXNCIreference	GSE59_bioMaterial_53___MDA.MB.231_CL5005__BREAST	GSE59_bioMaterial_43___MCF7D.repro	GSE59_bioMaterial_42___BreastTumor2XNCIreference	GSE59_bioMaterial_51___MDA.MB.435_CL5011__BREAST	GSE59_bioMaterial_45___MCF7A.repro	GSE59_bioMaterial_46___T.47D__CL5014__BREAST	GSE59_bioMaterial_50___HS_578T_CL5006__BREAST	GSE59_bioMaterial_55___786.0__CL9018_RENAL	GSE59_bioMaterial_61___A498_CL9013_RENAL	GSE59_bioMaterial_57___RXF.393_CL9016__RENAL	GSE59_bioMaterial_58___UO.31_CL9004__RENAL	GSE59_bioMaterial_60___SNB.75_CL12005_RENAL	GSE59_bioMaterial_54___TK.10_CL9024_RENAL	GSE59_bioMaterial_62___SN12C_CL9008__RENAL	GSE59_bioMaterial_56___ACHN_CL9023_RENAL	GSE59_bioMaterial_59___CAKI.1(CL9015)RENAL	GSE59_bioMaterial_63___NormalBreast	GSE59_bioMaterial_64___LOXIMVI(CL10001)MELANOMA	GSE59_bioMaterial_65___PC.3(CL11001)PROSTATE
1025	U66047		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1026	C6orf138	chromosome 6 open reading frame 138	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1027	TMF1	TATA element modulatory factor 1	-0.585	0.722	0.544	0.624	NaN	NaN	0.374	NaN	0.491	0.343	-0.391	-0.259	NaN	-0.0090	NaN	0.196	NaN	0.395	-0.178	NaN	NaN	NaN	-0.093	1.739	-0.679	0.418	1.372	1.395	1.069	0.611	-0.106	-0.496	-0.089	0.0040	NaN	-0.609	0.047	0.125	-0.228	NaN	0.643	0.205	-0.095	-0.93	1.201	0.852	0.594	-0.344	NaN	-0.164	0.183	0.711	0.481	-0.072	-0.102	0.718	0.077	0.206	-0.101	0.67	0.799	0.069	NaN	NaN	NaN	NaN	0.436	-0.403	
1028	BC040713|MDFIC	|MyoD family inhibitor domain containing	-2.415	0.67	NaN	0.049	NaN	NaN	-4.042	NaN	0.387	-0.519	-0.591	NaN	NaN	1.688	NaN	0.785	NaN	-0.451	NaN	NaN	NaN	NaN	0.889	1.634	1.025	1.428	1.171	2.709	2.896	1.14	0.394	NaN	1.01	0.097	NaN	NaN	1.55	2.413	-0.856	1.662	NaN	NaN	0.531	-1.405	1.812	0.582	2.19	-7.91	NaN	1.127	NaN	NaN	2.061	NaN	NaN	1.547	0.843	1.552	2.043	1.591	1.826	1.15	0.569	1.678	NaN	NaN	0.685	0.734	
1029	EPM2AIP1	EPM2A (laforin) interacting protein 1	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
103	CYP2C9	cytochrome P450, family 2, subfamily C, polypeptide 9	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1030	SCAMP4	secretory carrier membrane protein 4	NaN	NaN	NaN	0.35	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.869	NaN	0.411	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.882	NaN	NaN	0.161	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.518	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1031	GCA	grancalcin, EF-hand calcium binding protein	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1032	ABHD2	abhydrolase domain containing 2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1033	FAM5B	family with sequence similarity 5, member B	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1034	APTX	aprataxin	-0.123	-0.389	-0.105	0.285	0.675	0.282	-0.339	0.389	1.68	0.151	0.101	-0.171	0.057	-0.223	-0.554	-0.474	NaN	-1.596	0.78	NaN	0.385	-0.153	0.233	-0.608	-0.692	0.271	-0.485	-0.066	-0.662	-0.366	-0.564	0.703	0.51	0.591	0.3	-0.373	0.295	0.86	0.811	0.423	0.483	1.455	0.92	-0.217	-0.034	0.024	-0.416	-0.62	1.175	1.096	-0.4	0.235	-0.265	-0.547	-0.194	-0.456	0.554	0.554	0.027	0.036	0.613	0.556	-0.383	0.296	-0.151	-0.026	0.549	0.017	
1035	RIOK2	RIO kinase 2 (yeast)	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1036	smawsnabu.aApr07-unspliced		NaN	0.522	0.715	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.472	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.815	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.722	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1037	KLF7.cApr07|KLF7.aApr07|KLF7.bApr07	||	0.117	0.833	0.128	0.09	0.233	-0.113	-0.194	0.484	0.118	0.317	-0.258	-0.186	0.595	0.229	0.566	0.791	NaN	-0.383	-0.019	NaN	-0.234	0.561	0.026	-0.881	-0.442	0.031	-0.433	0.198	-0.319	-0.906	0.624	-0.176	0.141	0.053	NaN	-0.179	-0.04	-0.126	0.388	0.095	0.047	-0.602	0.084	NaN	0.321	0.717	-0.448	-0.0040	NaN	-0.849	0.157	0.529	-0.579	0.607	-0.157	0.495	0.646	0.757	0.46	0.079	-0.058	0.461	0.109	0.0050	-0.41	NaN	0.288	0.14	
1038	MAGI1.aApr07		1.102	NaN	0.874	0.761	NaN	NaN	1.028	NaN	0.077	1.357	0.256	1.258	NaN	NaN	NaN	NaN	NaN	0.341	1.263	NaN	NaN	NaN	-0.712	0.522	NaN	NaN	NaN	NaN	NaN	0.638	0.011	NaN	0.62	NaN	NaN	0.681	NaN	NaN	-0.418	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.96	NaN	0.619	1.233	NaN	NaN	0.74	NaN	0.927	NaN	NaN	NaN	NaN	NaN	0.325	NaN	NaN	NaN	NaN	NaN	NaN	
1039	PPP3CA|DKFZp761L0516	protein phosphatase 3 (formerly 2B), catalytic subunit, alpha isoform|	-1.535	0.45	0.152	-0.842	NaN	0.034	-0.7	0.436	1.071	2.321	0.563	-2.396	NaN	-1.053	-2.066	0.662	NaN	0.631	0.738	NaN	-0.864	0.526	0.062	-0.06	-1.762	0.349	-1.045	-0.018	-0.597	-1.375	0.299	0.337	1.233	0.684	-0.412	-4.068	1.183	-0.303	0.412	0.907	-0.242	-0.73	0.073	-0.187	-0.616	-0.51	-0.56	0.129	NaN	0.815	0.288	0.277	-0.423	0.782	0.962	0.372	1.334	0.267	0.227	0.704	0.791	0.742	0.914	0.678	NaN	2.944	-0.223	0.15	
104	SP100	SP100 nuclear antigen	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.962	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.572	NaN	NaN	NaN	NaN	NaN	0.805	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.473	NaN	
1040	AASS	aminoadipate-semialdehyde synthase	-0.293	-0.334	-0.703	-0.239	NaN	-0.388	-0.365	-0.061	0.225	0.211	0.549	-0.22	NaN	-0.957	-0.646	-0.547	NaN	1.033	0.528	NaN	0.019	0.457	0.19	0.489	0.27	1.126	0.535	1.166	0.801	-0.094	0.184	0.585	0.441	-0.397	0.449	1.017	0.018	0.567	0.986	0.952	0.113	0.259	-0.686	-0.26	-0.085	0.339	-0.485	-1.122	-0.169	-0.348	-0.741	0.291	-0.402	-0.888	-0.532	0.566	-0.142	0.446	-0.546	-0.405	0.273	1.199	0.092	0.88	NaN	0.637	0.803	1.016	
1041	ANKH	ankylosis, progressive homolog (mouse)	-1.477	-2.076	0.131	-0.626	NaN	0.563	1.303	0.154	-1.277	0.438	-0.087	NaN	NaN	-1.051	-0.419	0.736	NaN	0.147	0.185	NaN	-2.164	NaN	0.347	-1.094	0.152	-0.669	-0.512	-0.039	0.156	0.819	-0.491	-0.461	0.065	-0.516	0.061	-2.253	0.026	0.491	-0.897	-1.019	-0.186	-0.729	-0.553	NaN	NaN	0.855	-0.025	-1.18	1.143	-0.143	-0.578	1.25	0.327	-0.903	-2.238	2.045	-0.339	-0.627	-0.996	-1.004	1.22	-0.615	-0.406	-1.421	NaN	2.179	0.048	0.862	
1042	SORL1	sortilin-related receptor, L(DLR class) A repeats-containing	0.249	0.875	0.078	0.211	NaN	NaN	1.762	0.383	NaN	NaN	-0.681	0.1	NaN	-0.092	0.915	0.223	NaN	-0.257	0.347	NaN	NaN	NaN	0.134	-0.153	0.163	0.21	0.255	NaN	NaN	0.61	0.575	NaN	0.786	1.08	NaN	-0.0070	0.322	NaN	-0.274	NaN	-0.976	NaN	0.07	NaN	NaN	NaN	0.049	NaN	NaN	NaN	0.348	NaN	0.166	NaN	0.536	NaN	-0.759	-0.157	-0.653	0.058	NaN	0.136	NaN	-0.092	NaN	NaN	0.553	0.352	
1043	zoybley.aApr07-unspliced		0.294	-0.024	-0.63	-0.762	NaN	1.979	-0.493	-0.237	0.546	-0.221	-0.531	-0.027	0.587	-0.634	-0.332	-0.346	NaN	-0.606	0.0050	NaN	-0.292	-0.153	0.433	-0.606	-0.932	0.45	-0.095	-0.166	NaN	-0.663	-0.808	-0.753	-0.118	-0.663	NaN	-0.72	-0.884	NaN	-0.414	NaN	NaN	-0.24	-0.49	NaN	-0.392	NaN	-0.436	-0.401	NaN	0.734	-0.157	NaN	-0.382	-0.071	0.028	0.061	0.112	-0.931	-0.446	-0.433	-0.56	-0.379	-0.215	-0.22	NaN	NaN	0.115	0.321	
1044	patarbo.aApr07-unspliced|SEC24CandFUT11.fApr07	|	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.146	NaN	NaN	0.628	NaN	NaN	NaN	0.554	NaN	NaN	NaN	NaN	0.725	0.109	NaN	NaN	NaN	NaN	NaN	NaN	-0.305	NaN	NaN	NaN	NaN	0.679	NaN	NaN	0.427	NaN	1.018	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.668	NaN	-0.012	NaN	NaN	NaN	NaN	NaN	NaN	1.535	
1045	ENTPD4	ectonucleoside triphosphate diphosphohydrolase 4	-0.448	-0.652	0.0060	-0.27	NaN	-0.928	-0.235	0.195	-1.256	0.152	-0.3	-0.715	NaN	0.227	0.324	0.075	NaN	0.62	-0.217	NaN	-0.307	0.37	0.648	-0.256	-0.484	0.931	0.165	0.685	0.159	-0.539	0.389	-0.071	0.167	-0.617	NaN	0.847	0.409	NaN	0.812	1.016	-0.044	0.073	0.457	NaN	0.713	0.271	-0.334	-1.417	NaN	-0.336	NaN	NaN	0.135	-0.962	-0.503	1.559	-0.624	0.0060	-0.058	0.837	0.329	-0.259	0.191	0.593	-0.139	NaN	0.659	-0.32	
1046	CHMP2B	chromatin modifying protein 2B	-1.084	-0.839	-0.142	0.631	1.104	-0.0030	0.025	0.08	1.645	0.383	0.828	-1.44	NaN	-0.059	-0.239	-0.339	NaN	0.121	0.138	NaN	-0.917	0.102	-0.158	0.307	0.179	0.548	0.536	0.192	-0.118	0.02	-0.379	0.75	-0.114	0.403	-0.541	-0.846	-0.28	-0.991	1.572	-0.195	-0.279	-1.066	0.164	-0.967	0.344	-0.388	1.111	0.203	NaN	-1.751	0.578	-0.148	0.768	0.682	-0.297	-0.475	-0.305	-0.574	-0.917	0.267	-0.235	-0.33	-1.045	-0.55	-0.011	0.384	-0.187	1.126	
1047	MCPH1	microcephalin 1	0.502	-0.093	-0.077	0.017	NaN	0.175	-0.763	-0.283	-0.58	0.141	-0.093	0.422	0.766	-0.236	-0.353	0.526	NaN	0.378	0.466	NaN	-0.43	0.239	-0.572	-0.528	-0.18	0.43	0.638	0.036	0.204	-0.475	0.253	0.0050	0.501	-0.838	0.237	0.921	-0.053	-0.58	0.526	0.365	0.287	-0.162	-0.089	-0.669	0.318	1.075	-0.137	-0.067	NaN	-0.808	-0.099	-0.147	-0.187	0.11	-0.388	-0.267	-0.399	-0.115	-0.364	-0.236	0.357	-0.501	-0.74	0.113	-0.042	NaN	1.346	-0.231	
1048	TTLL12	tubulin tyrosine ligase-like family, member 12	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.422	NaN	NaN	NaN	NaN	0.401	1.455	2.088	NaN	NaN	1.998	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.427	NaN	NaN	NaN	NaN	NaN	1.966	NaN	NaN	NaN	NaN	1.651	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1049	AL833252|PRKCB	|protein kinase C, beta	2.056	1.123	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.588	2.789	NaN	1.846	2.302	NaN	NaN	NaN	NaN	NaN	NaN	-0.187	-1.884	NaN	NaN	NaN	NaN	NaN	NaN	0.124	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
105			NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1050			0.594	0.276	-0.062	-0.688	NaN	-0.241	-0.566	-0.796	-0.855	-0.525	-0.621	0.312	0.28	-0.224	-0.023	-0.0010	NaN	-0.752	0.38	0.661	-0.716	-0.493	0.88	0.203	1.258	0.335	0.766	0.937	0.27	0.305	0.295	0.095	0.284	0.474	0.083	0.522	0.752	0.538	0.06	0.028	0.305	0.27	-0.446	0.327	-0.179	0.365	0.877	0.599	0.694	-0.85	0.397	0.394	0.956	0.08	0.093	0.823	-0.192	0.127	0.097	-0.098	0.059	-0.97	0.458	0.756	0.338	NaN	0.511	0.558	
1051	LRRC24|LRRC14|CR612338	leucine rich repeat containing 24|leucine rich repeat containing 14|	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1052	CNOT1|KIAA1007	CCR4-NOT transcription complex, subunit 1|	0.387	1.059	-0.432	0.512	0.422	0.054	0.832	NaN	0.14	0.176	0.059	NaN	0.092	-0.104	0.319	0.119	0.907	0.453	-0.209	0.452	0.16	-0.011	0.085	-0.797	-0.402	-0.103	-0.213	NaN	-0.086	-0.671	0.596	0.092	0.181	0.289	0.98	-0.48	-0.314	0.07	-0.291	-0.041	0.473	NaN	-0.361	-1.34	-0.674	0.0060	-0.73	-0.331	NaN	-1.454	0.292	-0.01	-0.862	0.033	-0.114	-1.433	-0.063	-0.608	-0.383	0.171	-0.464	0.221	-0.331	0.147	0.441	-0.116	-0.388	-0.151	
1053	RABEP1|NUP88	rabaptin, RAB GTPase binding effector protein 1|nucleoporin 88kDa	-0.121	0.151	NaN	0.059	0.222	-0.348	0.354	NaN	-0.199	NaN	-0.144	0.04	NaN	0.367	0.191	0.677	NaN	0.309	NaN	NaN	NaN	NaN	0.075	0.376	-0.571	NaN	NaN	NaN	1.062	0.479	0.509	0.243	0.956	NaN	NaN	-0.035	NaN	0.0010	0.642	NaN	0.547	NaN	0.177	-0.109	0.548	2.761	0.617	-0.018	NaN	0.041	0.254	NaN	0.456	0.728	1.383	NaN	-0.018	-0.066	-0.384	0.515	0.972	0.266	NaN	0.264	0.035	NaN	NaN	0.228	
1054	AHI1	Abelson helper integration site 1	NaN	0.776	NaN	NaN	NaN	1.55	0.14	NaN	NaN	NaN	-1.569	NaN	NaN	NaN	1.639	-1.287	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.876	NaN	NaN	NaN	NaN	NaN	-0.778	0.234	NaN	0.427	NaN	NaN	NaN	NaN	NaN	0.049	NaN	NaN	NaN	NaN	NaN	NaN	1.337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.756	NaN	NaN	NaN	NaN	
1055	LHFPL4	lipoma HMGIC fusion partner-like 4	0.294	1.056	0.406	-0.151	-0.37	-0.279	0.051	0.411	-0.246	-0.555	-0.228	0.062	-0.138	-0.522	-0.701	-0.151	NaN	0.339	-0.199	0.14	-0.516	-0.35	0.116	-1.015	-0.511	NaN	-0.388	-0.191	0.175	-1.142	0.209	-0.618	0.158	-0.85	NaN	-0.108	-0.933	-0.144	0.182	-0.175	-0.263	NaN	-0.39	-1.448	-0.415	-0.464	-0.768	-0.81	NaN	-0.798	-0.405	NaN	-1.268	-0.662	-0.869	-0.291	-0.611	-0.655	-0.232	-0.309	-0.298	-0.247	-0.028	-0.569	0.24	NaN	NaN	-0.023	
1056	AK021739|RCL1	|RNA terminal phosphate cyclase-like 1	0.93	0.251	-0.162	-0.659	-0.209	-0.563	-0.268	NaN	-1.01	-0.193	-0.077	0.679	0.608	0.346	0.374	NaN	NaN	-0.335	0.189	NaN	-0.0040	NaN	-0.492	-1.003	-0.634	0.213	NaN	NaN	NaN	0.119	-0.738	NaN	0.262	NaN	NaN	-0.923	NaN	-1.746	-0.552	NaN	-0.596	NaN	-0.525	-1.59	0.333	NaN	0.525	-0.013	NaN	-2.122	0.248	NaN	0.606	-0.964	-0.588	NaN	0.159	-0.582	-1.13	-0.303	NaN	-0.251	NaN	-0.666	-0.18	NaN	0.515	0.088	
1057	PKIA.aApr07		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.759	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
1058	GRIA4	glutamate receptor, ionotrophic, AMPA 4	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	
