Pubmeds	Data Source	Gene NCBI	Gene Symbol	Taxon	Phenotype Names	Phenotype URIs		Web Link	Is Negative	Note	Curator	Mesh terms	Score
23128233	GWAS_Catalog	144811	LACC1	human	Crohn's disease	http://purl.obolibrary.org/obo/DOID_8778					Fengwen	Colitis	2
23396134	GWAS_Catalog	54715	RBFOX1	human	refractive error	http://purl.obolibrary.org/obo/DOID_9835					Fengwen	Serine Proteases;Trans-Activators;Receptors	2
23480133	GWAS_Catalog	6850	SYK	human	vascular dementia	http://purl.obolibrary.org/obo/DOID_8725					Fengwen	Aged;Polymorphism	2
23535033	GWAS_Catalog	60412	EXOC4	human	Alzheimer's disease	http://purl.obolibrary.org/obo/DOID_10652					Fengwen		2
9887340	CTD	1311	COMP	human	multiple epiphyseal dysplasia	http://purl.obolibrary.org/obo/DOID_12721					Fengwen	Alleles;Amino Acid Sequence;Base Sequence;Cartilage;Cells	2
11126396	CTD	5649	RELN	human	bipolar disorder	http://purl.obolibrary.org/obo/DOID_3312					Fengwen	Schizophrenia;Serine Endopeptidases;Male;Immunohistochemistry;Neurons;Middle Aged;Humans;Hippocampus;Female;Depressive Disorder	2
11994547	Manual Curation	4318	MMP9	human	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Humans;Genetic Predisposition to Disease;Infant	2
12434311	Manual Curation	549	AUH	human	3-Methylglutaconic aciduria;Motor delay;speech disorder	http://purl.obolibrary.org/obo/HP_0003535;http://purl.obolibrary.org/obo/HP_0001270;http://purl.obolibrary.org/obo/DOID_92					Fengwen	DNA Mutational Analysis;Molecular Sequence Data;Language Development Disorders;Mutation;Acyl Coenzyme A;Genes	2
12669065	Manual Curation	57502	NLGN4X	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	RNA	2
12833398	Manual Curation	158	ADSL	human	idiopathic generalized epilepsy;autism spectrum disorder;Cerebellar atrophy;Cerebellar vermis hypoplasia;Global developmental delay	http://purl.obolibrary.org/obo/DOID_1827;http://purl.obolibrary.org/obo/DOID_0060041;http://purl.obolibrary.org/obo/HP_0001272;http://purl.obolibrary.org/obo/HP_0001320;http://purl.obolibrary.org/obo/HP_0001263					Fengwen	Mutation;Male;Telencephalon;Humans;Homozygote;Genetic Variation;Genes	2
12837870	Manual Curation	36	ACADSB	human	Motor delay;cerebral palsy	http://purl.obolibrary.org/obo/HP_0001270;http://purl.obolibrary.org/obo/DOID_1969					Fengwen	DNA Mutational Analysis;Diet	2
14504340	Manual Curation	6324	SCN1B	human	generalized epilepsy with febrile seizures plus;childhood absence epilepsy	http://purl.obolibrary.org/obo/DOID_0060170;http://purl.obolibrary.org/obo/DOID_1825					Fengwen	Sodium Channels;Structure-Activity Relationship;Voltage-Gated Sodium Channel beta-1 Subunit;Hydrophobic and Hydrophilic Interactions;Humans;Genotype;Female;Exons;Epilepsy	2
15349871	CTD	65018	PINK1	human	basal ganglia disease	http://purl.obolibrary.org/obo/DOID_679					Fengwen	Pedigree;Parkinsonian Disorders;Protein Kinases;Peptide Fragments;Age of Onset;Adult;Amino Acid Sequence;Aged;Homozygote;Female;Male;Humans;Mutation;Molecular Sequence Data;	2
15534175	CTD	4524	MTHFR	human	cerebrovascular accident	http://purl.obolibrary.org/obo/DOID_3455					Fengwen	Humans;Risk Factors;Stroke;Brain Ischemia;Case-Control Studies;Databases	5
16522396	Manual Curation	7124	TNF	human	spastic quadriplegia	http://purl.obolibrary.org/obo/DOID_10970					Fengwen	Case-Control Studies;Tumor Necrosis Factor-alpha;Mannose-Binding Lectin;Polymorphism	2
17031449	Manual Curation	2332	FMR1	human	fragile X syndrome;autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_14261;http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Male;Middle Aged;Language Development Disorders;Imagination;Activities of Daily Living;Socialization;Stereotyped Behavior;Play and Playthings;Social Behavior;Phenotype;Mutation;Child	2
17199135	CTD	10857	PGRMC1	human	prostate cancer	http://purl.obolibrary.org/obo/DOID_10283					Fengwen	Prostatic Neoplasms;Humans;Gene Expression Profiling;Oligonucleotide Array Sequence Analysis;Male;Androgen Antagonists;Androgens;	2
17272620	Manual Curation	348	APOE	human	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Child	2
17618945	CTD	9370	ADIPOQ	human	metabolic syndrome X	http://purl.obolibrary.org/obo/DOID_14221					Fengwen	Male;Adiponectin;Weight Loss;Metabolic Syndrome X;Body Weight;Diet	2
17854601	CTD	5925	RB1	human	liver cancer	http://purl.obolibrary.org/obo/DOID_3571					Fengwen	Mice	2
18252227	Manual Curation	139411	PTCHD1	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Gene Dosage;Gene Rearrangement;Genetics	2
18346647	CTD	5327	PLAT	human	Cerebral hemorrhage	http://purl.obolibrary.org/obo/HP_0001342					Fengwen	Female;Fibrinolytic Agents;Humans;Infarction	2
18644608	Manual Curation	477	ATP1A2	human	migraine with aura;tonic-clonic epilepsy	http://purl.obolibrary.org/obo/DOID_10024;http://purl.obolibrary.org/obo/DOID_7725					Fengwen	DNA Mutational Analysis;Codon	2
18923069	CTD	6529	SLC6A1	human	schizophrenia	http://purl.obolibrary.org/obo/DOID_5419					Fengwen	Neurotransmitter Agents;RNA	2
19235587	CTD	367	AR	human	leukemia	http://purl.obolibrary.org/obo/DOID_1240					Fengwen	RNA	2
19811520	Manual Curation	6567	SLC16A2	human	Muscular hypotonia of the trunk;Allan-Herndon-Dudley syndrome;Developmental delay;dystonia;Delayed myelination;cerebral palsy	http://purl.obolibrary.org/obo/HP_0008936;http://purl.obolibrary.org/obo/DOID_0050631;http://purl.obolibrary.org/obo/HP_0001263;http://purl.obolibrary.org/obo/DOID_543;http://purl.obolibrary.org/obo/HP_0002188;http://purl.obolibrary.org/obo/DOID_1969					Fengwen	Learning Disorders;Humans;Infant;Male;Monocarboxylic Acid Transporters;Magnetic Resonance Imaging;Movement Disorders;Retrospective Studies;Syndrome;Triiodothyronine;Brain;Nerve Fibers	2
20003277	Manual Curation	875	CBS	human	Premature birth	http://purl.obolibrary.org/obo/HP_0001622					Fengwen	RNA	2
20453842	CTD	940	CD28	human	rheumatoid arthritis	http://purl.obolibrary.org/obo/DOID_7148					Fengwen	Polymorphism	2
21670406	Manual Curation	950	SCARB2	human	peripheral neuropathy;progressive myoclonic epilepsy	http://purl.obolibrary.org/obo/DOID_0060053;http://purl.obolibrary.org/obo/DOID_891					Fengwen	Myoclonic Epilepsies	2
21823526	CTD	2778	GNAS	human	Cholelithiasis	http://purl.obolibrary.org/obo/HP_0001081					Fengwen	Base Sequence;Child;Cholesterol;Humans;Heterozygote;Amino Acid Sequence;Amino Acid Substitution;Exons;Foot Deformities	2
23341896	Manual Curation	161725	OTUD7A	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Polymorphism	2
23352160	Manual Curation	139105	BEND2	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Linkage Disequilibrium;Humans;Loss of Heterozygosity;Genetic Variation;Gene Deletion;Homozygote;Male;Risk Factors;Case-Control Studies;Child Development Disorders	2
23685749	CTD	6605	SMARCE1	human	adenoid cystic carcinoma	http://purl.obolibrary.org/obo/DOID_4866					Fengwen	Tissue Array Analysis;Signal Transduction;Salivary Gland Neoplasms;Carcinoma	2
17463246	GWAS_Catalog	10644	IGF2BP2	human	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/DOID_9352					Fengwen	Chromosomes	3
19151714	GWAS_Catalog	4864	NPC1	human	obesity	http://purl.obolibrary.org/obo/DOID_9970					Fengwen	Humans;Genome-Wide Association Study;Genetic Predisposition to Disease;Gene Frequency;Obesity	3
19430479	GWAS_Catalog	490	ATP2B1	human	hypertension	http://purl.obolibrary.org/obo/DOID_10763					Fengwen	Chromosomes	3
20018961	GWAS_Catalog	9966	TNFSF15	human	leprosy	http://purl.obolibrary.org/obo/DOID_1024					Fengwen	Genome-Wide Association Study;Genetic Predisposition to Disease;Gene Regulatory Networks;Female;Leprosy	3
20174558	GWAS_Catalog	5789	PTPRD	human	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/DOID_9352					Fengwen	Genetic Predisposition to Disease;Genome-Wide Association Study;Humans;KCNQ1 Potassium Channel;Female;Genetic Loci;China;Diabetes Mellitus	3
20190752	GWAS_Catalog	2113	ETS1	human	celiac disease	http://purl.obolibrary.org/obo/DOID_10608					Fengwen	Celiac Disease;Gene Expression Profiling;Gene Expression;Genome-Wide Association Study;Genes	3
20304703	GWAS_Catalog	2262	GPC5	human	lung cancer	http://purl.obolibrary.org/obo/DOID_1324					Fengwen	Male;Lung Neoplasms;Humans;Linkage Disequilibrium;Glypicans;Genetic Predisposition to Disease;Genome-Wide Association Study;Gene Expression Regulation	3
20383146	GWAS_Catalog	256764	WDR72	human	kidney disease	http://purl.obolibrary.org/obo/DOID_557					Fengwen	Kidney Failure	3
20383147	GWAS_Catalog	6775	STAT4	human	systemic scleroderma	http://purl.obolibrary.org/obo/DOID_418					Fengwen	Middle Aged;Odds Ratio;Humans;Male;Aged;Adult;Risk Factors;Scleroderma	3
20709820	GWAS_Catalog	636	BICD1	human	pulmonary emphysema	http://purl.obolibrary.org/obo/DOID_9675					Fengwen	Adaptor Proteins	3
21037568	GWAS_Catalog	5820	PVT1	human	Hodgkin's lymphoma	http://purl.obolibrary.org/obo/DOID_8567					Fengwen	Polymorphism	3
21408207	GWAS_Catalog	3684	ITGAM	human	systemic lupus erythematosus	http://purl.obolibrary.org/obo/DOID_9074					Fengwen	Humans;Genetic Variation;Genome-Wide Association Study;Genetic Predisposition to Disease;Interferon Regulatory Factors;DNA;Case-Control Studies;Lupus Erythematosus	3
21499250	GWAS_Catalog	6928	HNF1B	human	endometrial cancer	http://purl.obolibrary.org/obo/DOID_1380					Fengwen	Adolescent;Male;Middle Aged;Odds Ratio;Polymorphism	3
21738491	GWAS_Catalog	29994	BAZ2B	human	Sudden cardiac death	http://purl.obolibrary.org/obo/HP_0001645					Fengwen	Adult;Aged;Alleles;Polymorphism	3
21743469	GWAS_Catalog	149233	IL23R	human	ankylosing spondylitis	http://purl.obolibrary.org/obo/DOID_7147					Fengwen	Receptors	3
22306652	GWAS_Catalog	9734	HDAC9	human	cerebrovascular accident	http://purl.obolibrary.org/obo/DOID_3455					Fengwen	Genotype;Genome-Wide Association Study;Genetic Predisposition to Disease;Odds Ratio;Humans;Histone Deacetylases;Repressor Proteins;Polymorphism	3
22960999	GWAS_Catalog	7494	XBP1	human	esophagus squamous cell carcinoma	http://purl.obolibrary.org/obo/DOID_3748					Fengwen	Female;Esophageal Neoplasms;Case-Control Studies;Carcinoma	3
15060101	Manual Curation	54806	AHI1	human	Cognitive impairment;hypotonia;Molar tooth sign on MRI;Truncal ataxia;intellectual disability;Global developmental delay	http://purl.obolibrary.org/obo/HP_0100543;http://purl.obolibrary.org/obo/MP_0004144;http://purl.obolibrary.org/obo/HP_0002419;http://purl.obolibrary.org/obo/HP_0002078;http://purl.obolibrary.org/obo/DOID_1059;http://purl.obolibrary.org/obo/HP_0001263					Fengwen	Abnormalities	3
17345604	Manual Curation	80184	CEP290	human	Leber congenital amaurosis;autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_14791;http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Child;Antigens	3
17704776	CTD	161742	SPRED1	human	incontinentia pigmenti achromians	http://purl.obolibrary.org/obo/DOID_3156					Fengwen	Phenotype;Neurofibromatosis 1;Pedigree;ras Proteins;Signal Transduction;Middle Aged;Immunoblotting;Infant;Membrane Proteins;Mitogen-Activated Protein Kinases;Child	3
17999366	Manual Curation	85358	SHANK3	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Sequence Deletion;Pedigree;Translocation	3
18372903	CTD	221895	JAZF1	human	type 2 diabetes mellitus	http://purl.obolibrary.org/obo/DOID_9352					Fengwen	Diabetes Mellitus	3
18794856	CTD	4627	MYH9	human	focal glomerulosclerosis	http://purl.obolibrary.org/obo/DOID_3945					Fengwen	Risk Factors;Myosin Heavy Chains;Polymorphism	3
19404257	CTD	23245	ASTN2	human	autistic disorder	http://purl.obolibrary.org/obo/DOID_12849					Fengwen	Genetic Predisposition to Disease;Genetic Variation;Gene Dosage;Gene Regulatory Networks;Neurons;Genome	3
19525955	CTD	23274	CLEC16A	human	multiple sclerosis	http://purl.obolibrary.org/obo/DOID_2377					Fengwen	Humans;Genome-Wide Association Study;Genetic Predisposition to Disease;Chromosomes	3
20953190	CTD	51752	ERAP1	human	pustulosis of palm and sole	http://purl.obolibrary.org/obo/DOID_4398					Fengwen	Genetic Predisposition to Disease;Europe;Genome-Wide Association Study;Genetic Variation;HLA-C Antigens;Major Histocompatibility Complex;Humans;Aminopeptidases;Reference Values;Chromosome Mapping;Chromosomes	3
22511880	Manual Curation	57701	NCKAP5L	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Autistic Disorder;Adaptor Proteins	3
23435086	CTD	11152	WDR45	human	iron metabolism disease	http://purl.obolibrary.org/obo/DOID_2351					Fengwen	Spasms	3
16597321	CTD	3240	HP	human	sickle cell anemia	http://purl.obolibrary.org/obo/DOID_10923					Fengwen	Cation Transport Proteins;Tuberculosis;Disease Susceptibility;Iron;Humans;Haptoglobins;HIV Infections;	2
4627864	CTD	6947	TCN1	human	megaloblastic anemia	http://purl.obolibrary.org/obo/DOID_13382					Fengwen	Anticonvulsants;Epilepsies	0
17267840	Manual Curation	5055	SERPINB2	human	cerebral palsy	http://purl.obolibrary.org/obo/DOID_1969					Fengwen	South Australia;Case-Control Studies;Cerebral Palsy;European Continental Ancestry Group;Gestational Age;Female;Infant	2
17892514	CTD	406937	MIR145	human	chronic lymphocytic leukemia	http://purl.obolibrary.org/obo/DOID_1040					Fengwen	MicroRNAs;Lymphoma	2
20832285	Manual Curation	321	APBA2	human	autism spectrum disorder	http://purl.obolibrary.org/obo/DOID_0060041					Fengwen	Humans;Genetic Predisposition to Disease;Central Nervous System Diseases;	2
21507127	Manual Curation	127	ADH4	human	addiction;alcohol abuse	http://purl.obolibrary.org/obo/MP_0002555;http://purl.obolibrary.org/obo/DOID_1574					Fengwen	Genetic Linkage;Genetic Association Studies;Serotonin;Aldehyde Dehydrogenase;Receptors	4
22365959	Manual Curation	80790	CMIP	human	language disorder;Language impairment	http://purl.obolibrary.org/obo/DOID_93;http://purl.obolibrary.org/obo/HP_0002463					Fengwen	Pedigree;Language Development Disorders;Animals;Humans;Genotype;Language;Chromosomes	2
22703173	Manual Curation	125	ADH1B	human	addiction;alcohol abuse	http://purl.obolibrary.org/obo/MP_0002555;http://purl.obolibrary.org/obo/DOID_1574					Fengwen	Humans;Genome-Wide Association Study;Genetic Predisposition to Disease;Animals;Substance-Related Disorders;Mutation;Polymorphism	5
22777127	Manual Curation	1548	CYP2A6	human	substance-related disorder	http://purl.obolibrary.org/obo/DOID_303					Fengwen	Alcoholism;Alzheimer Disease;Anorexia Nervosa;Attention Deficit Disorder with Hyperactivity;Bipolar Disorder;Child Development Disorders	3
