GeneSymbol	GeneId	PrimaryPubMed	EvidenceCode	Comments	IsNegative	ExternalDatabase	DatabaseLink	Phenotypes
LYL1	4066	16094422	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4066&diseaseAcc=MESH:D015470	acute myeloid leukemia
MLL	4297	10339604	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4297&diseaseAcc=MESH:D015470	acute myeloid leukemia
MLL	4297	8282816	TAS	DiseaseName: Leukemia, Myelomonocytic, Acute (MESH:D015479); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4297&diseaseAcc=MESH:D015479	acute myeloid leukemia
MN1	4330	19822134	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4330&diseaseAcc=MESH:D015470	acute myeloid leukemia
MX1	4599	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4599&diseaseAcc=MESH:D015470	acute myeloid leukemia
MYH11	4629	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4629&diseaseAcc=MESH:D015470	acute myeloid leukemia
MYH11	4629	10958941	TAS	DiseaseName: Leukemia, Myelomonocytic, Acute (MESH:D015479); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4629&diseaseAcc=MESH:D015479	acute myeloid leukemia
NF1	4763	21441929	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4763&diseaseAcc=MESH:D015470	acute myeloid leukemia
NPM1	4869	19822134	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4869&diseaseAcc=MESH:D015470	acute myeloid leukemia
NPM1	4869	21441929	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4869&diseaseAcc=MESH:D015470	acute myeloid leukemia
NUP98	4928	21441929	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4928&diseaseAcc=MESH:D015470	acute myeloid leukemia
PDE4B	5142	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5142&diseaseAcc=MESH:D015470	acute myeloid leukemia
PIM2	11040	19458359	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=11040&diseaseAcc=MESH:D015470	acute myeloid leukemia
POU4F1	5457	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5457&diseaseAcc=MESH:D015470	acute myeloid leukemia
PSIP1	11168	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=11168&diseaseAcc=MESH:D015470	acute myeloid leukemia
PXDN	7837	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7837&diseaseAcc=MESH:D015470	acute myeloid leukemia
RASGRP1	10125	21441929	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10125&diseaseAcc=MESH:D015470	acute myeloid leukemia
RGS2	5997	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=5997&diseaseAcc=MESH:D015470	acute myeloid leukemia
RUNX1	861	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=861&diseaseAcc=MESH:D015470	acute myeloid leukemia
RUNX1T1	862	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=862&diseaseAcc=MESH:D015470	acute myeloid leukemia
RUNX3	864	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=864&diseaseAcc=MESH:D015470	acute myeloid leukemia
S100A10	6281	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6281&diseaseAcc=MESH:D015470	acute myeloid leukemia
SEPT9	10801	10339604	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=10801&diseaseAcc=MESH:D015470	acute myeloid leukemia
SGK1	6446	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6446&diseaseAcc=MESH:D015470	acute myeloid leukemia
SPARC	6678	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6678&diseaseAcc=MESH:D015470	acute myeloid leukemia
SVIL	6840	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6840&diseaseAcc=MESH:D015470	acute myeloid leukemia
SYNGR1	9145	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9145&diseaseAcc=MESH:D015470	acute myeloid leukemia
TCEA2	6919	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=6919&diseaseAcc=MESH:D015470	acute myeloid leukemia
TNFSF10	8743	12780785	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=8743&diseaseAcc=MESH:D015470	acute myeloid leukemia
TRH	7200	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7200&diseaseAcc=MESH:D015470	acute myeloid leukemia
TRIO	7204	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7204&diseaseAcc=MESH:D015470	acute myeloid leukemia
TSC2	7249	19250671	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7249&diseaseAcc=MESH:D015470	acute myeloid leukemia
TUBB2A	7280	17330099	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7280&diseaseAcc=MESH:D015470	acute myeloid leukemia
UMPS	7372	38827	TAS	DiseaseName: Leukemia, Erythroblastic, Acute (MESH:D004915); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7372&diseaseAcc=MESH:D004915	acute myeloid leukemia
VOPP1	81552	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=81552&diseaseAcc=MESH:D015470	acute myeloid leukemia
VSIG4	11326	18206229	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=11326&diseaseAcc=MESH:D015470	acute myeloid leukemia
WT1	7490	19822134	TAS	DiseaseName: Leukemia, Myeloid, Acute (MESH:D015470); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7490&diseaseAcc=MESH:D015470	acute myeloid leukemia
ALAD	210	1905639	TAS	DiseaseName: Porphyrias, Hepatic (MESH:D017094); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=210&diseaseAcc=MESH:D017094	acute porphyria
ALAD	210	3684400	TAS	DiseaseName: Porphyrias, Hepatic (MESH:D017094); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=210&diseaseAcc=MESH:D017094	acute porphyria
BMP6	654	18688853	TAS	DiseaseName: Leukemia-Lymphoma, Adult T-Cell (MESH:D015459); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=654&diseaseAcc=MESH:D015459	acute T cell leukemia
IFNA1	3439	20370541	TAS	DiseaseName: Leukemia-Lymphoma, Adult T-Cell (MESH:D015459); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=3439&diseaseAcc=MESH:D015459	acute T cell leukemia
IFNA2	3440	12560223	TAS	DiseaseName: Leukemia-Lymphoma, Adult T-Cell (MESH:D015459); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=3440&diseaseAcc=MESH:D015459	acute T cell leukemia
IFNA2	3440	17077332	TAS	DiseaseName: Leukemia-Lymphoma, Adult T-Cell (MESH:D015459); DirectEvidence: therapeutic		CTD	/detail.go?type=relationship&geneAcc=3440&diseaseAcc=MESH:D015459	acute T cell leukemia
TERF2	7014	17643074	TAS	DiseaseName: Leukemia-Lymphoma, Adult T-Cell (MESH:D015459); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=7014&diseaseAcc=MESH:D015459	acute T cell leukemia
TLX1	3195	1717256	TAS	DiseaseName: Leukemia-Lymphoma, Adult T-Cell (MESH:D015459); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=3195&diseaseAcc=MESH:D015459	acute T cell leukemia
CIITA	4261	18593762	TAS	DiseaseName: Addison Disease (MESH:D000224); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=4261&diseaseAcc=MESH:D000224	Addison's disease
CLEC16A	23274	18593762	TAS	DiseaseName: Addison Disease (MESH:D000224); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=23274&diseaseAcc=MESH:D000224	Addison's disease
ABL1	25	21472143	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=25&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
ACE	1636	21552421	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1636&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
APC	324	15639718	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=324&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
APOA1	335	15378696	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=335&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
APOE	348	20430468	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=348&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
ARID1A	8289	22484628	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=8289&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
AZGP1	563	18978557	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=563&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
BCL2	596	21472143	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=596&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CA1	759	15378696	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=759&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CA2	760	15378696	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=760&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CASP8	841	21472143	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=841&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CDKN1C	1028	21552421	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1028&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CDKN2A	1029	20135361	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1029&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CEACAM1	634	21552421	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=634&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CKB	1152	15378696	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1152&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CTGF	1490	21552421	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1490&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CYP19A1	1588	21472143	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1588&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CYP2A6	1548	12115524	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1548&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CYP2E1	1571	16142352	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1571&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
CYP7B1	9420	17639508	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=9420&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
DAPK1	1612	15172992	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1612&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
DDR1	780	21552421	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=780&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
DNMT1	1786	17571247	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1786&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
EEF2	1938	21554491	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1938&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
EFEMP1	2202	17671114	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2202&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
EGFR	1956	20934974	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1956&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
EGFR	1956	21541241	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1956&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
EGFR	1956	2523869	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=1956&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
ENO1	2023	15378696	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2023&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
ERBB2	2064	21673877	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2064&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
ESR1	2099	15639718	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2099&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
ESR1	2099	20458558	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2099&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
ESR2	2100	17639508	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2100&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
FAT4	79633	22484628	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=79633&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
FGF9	2254	20464547	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2254&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
GAGE1	2543	14991579	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2543&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
GAST	2520	3952654	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2520&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
GHRL	51738	21472143	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=51738&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
GKN1	56287	15378696	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=56287&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
GMPR2	51292	15378696	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=51292&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
GPX3	2878	21552421	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2878&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
GRB7	2886	21552421	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=2886&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
HRH4	59340	22363581	TAS	DiseaseName: Adenocarcinoma (MESH:D000230); DirectEvidence: marker/mechanism		CTD	/detail.go?type=relationship&geneAcc=59340&diseaseAcc=MESH:D000230	adenocarcinoma;granular cell carcinoma;tubular adenocarcinoma;cribriform carcinoma
